Year	Age	Austria	Belgium	Bulgaria	Croatia	CzechRepublic	France	Germany	Greece	Hungary	Italy	Lithuania	Poland	Portugal	Slovakia	Slovenia	Spain	Switzerland
33	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
34	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
34	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
34	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
34	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
35	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
35	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
35	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
35	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
36	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
36	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
36	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
36	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
37	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
37	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
37	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
37	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
38	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
38	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
38	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
38	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
39	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
39	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
39	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
39	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
40	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
40	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
40	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
40	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
41	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
41	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
41	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
41	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
42	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
42	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
42	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
42	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
43	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
43	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
43	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
43	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
44	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
44	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
44	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
44	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
45	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
45	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
45	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
45	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
46	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
46	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
46	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
46	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
47	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
47	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
47	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
47	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
48	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
48	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
48	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
48	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
49	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
49	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
49	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
49	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
50	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
50	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
50	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
50	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
51	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
51	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
51	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
51	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
52	1	111752.9373	140575.173	90897.86092	53685.5245	134854.0017	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	514011.8244	129844.8992	73501.94337	26604.71322	592123.3839	107126.861
52	2	16200.93479	19930.42606	16206.56707	8152.544872	22509.05743	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	63166.88462	20848.76759	8888.88648	3811.798077	82510.1155	15317.96127
52	3	10304.0924	13773.17458	9292.946535	5765.784263	10548.33848	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	38593.71474	14765.69281	4553.509615	2533.13141	57606.35866	9243.955045
52	4	4170.372783	5668.023782	2445.790769	1466.121378	3563.729287	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	13177.72167	5682.272739	1407.781314	859.2280449	25270.80024	3895.649862
53	1	112797.4951	140903.6622	89597.82039	52989.23228	133575.4079	776287.9401	1037928.921	132949.5345	126465.8748	741142.2091	36460.01993	509353.4603	129078.362	72977.23265	26390.84995	591158.0883	108033.3087
53	2	15975.03904	20594.11906	16487.61918	8267.708333	23204.24884	124402.8273	159028.0479	21494.80186	20134.42707	125815.6204	5307.045513	66773.09295	21386.71254	9312.225837	3936.871795	83800.81955	15600.79368
53	3	10851.438	13511.42219	9276.083119	5765.538462	10783.04942	75891.28961	133081.3596	16564.0866	11148.28856	93177.27547	3953.085353	38380.50321	14823.62837	4642.753205	2563.330128	57505.3698	9408.588761
53	4	4259.469989	5892.137468	2500.11325	1541.505	3695.005242	39222.50525	42738.79622	6501.908878	3633.642147	38800.59364	1304.920481	13933.73609	5906.737538	1460.596827	907.0619231	26336.56634	4014.595985
54	1	112797.4951	140903.6622	89597.82039	52989.23228	133575.4079	776287.9401	1037928.921	132949.5345	126465.8748	741142.2091	36460.01993	509353.4603	129078.362	72977.23265	26390.84995	591158.0883	108033.3087
54	2	15975.03904	20594.11906	16487.61918	8267.708333	23204.24884	124402.8273	159028.0479	21494.80186	20134.42707	125815.6204	5307.045513	66773.09295	21386.71254	9312.225837	3936.871795	83800.81955	15600.79368
54	3	10851.438	13511.42219	9276.083119	5765.538462	10783.04942	75891.28961	133081.3596	16564.0866	11148.28856	93177.27547	3953.085353	38380.50321	14823.62837	4642.753205	2563.330128	57505.3698	9408.588761
54	4	4259.469989	5892.137468	2500.11325	1541.505	3695.005242	39222.50525	42738.79622	6501.908878	3633.642147	38800.59364	1304.920481	13933.73609	5906.737538	1460.596827	907.0619231	26336.56634	4014.595985
55	1	112797.4951	140903.6622	89597.82039	52989.23228	133575.4079	776287.9401	1037928.921	132949.5345	126465.8748	741142.2091	36460.01993	509353.4603	129078.362	72977.23265	26390.84995	591158.0883	108033.3087
55	2	15975.03904	20594.11906	16487.61918	8267.708333	23204.24884	124402.8273	159028.0479	21494.80186	20134.42707	125815.6204	5307.045513	66773.09295	21386.71254	9312.225837	3936.871795	83800.81955	15600.79368
55	3	10851.438	13511.42219	9276.083119	5765.538462	10783.04942	75891.28961	133081.3596	16564.0866	11148.28856	93177.27547	3953.085353	38380.50321	14823.62837	4642.753205	2563.330128	57505.3698	9408.588761
55	4	4259.469989	5892.137468	2500.11325	1541.505	3695.005242	39222.50525	42738.79622	6501.908878	3633.642147	38800.59364	1304.920481	13933.73609	5906.737538	1460.596827	907.0619231	26336.56634	4014.595985
56	1	112797.4951	140903.6622	89597.82039	52989.23228	133575.4079	776287.9401	1037928.921	132949.5345	126465.8748	741142.2091	36460.01993	509353.4603	129078.362	72977.23265	26390.84995	591158.0883	108033.3087
56	2	15975.03904	20594.11906	16487.61918	8267.708333	23204.24884	124402.8273	159028.0479	21494.80186	20134.42707	125815.6204	5307.045513	66773.09295	21386.71254	9312.225837	3936.871795	83800.81955	15600.79368
56	3	10851.438	13511.42219	9276.083119	5765.538462	10783.04942	75891.28961	133081.3596	16564.0866	11148.28856	93177.27547	3953.085353	38380.50321	14823.62837	4642.753205	2563.330128	57505.3698	9408.588761
56	4	4259.469989	5892.137468	2500.11325	1541.505	3695.005242	39222.50525	42738.79622	6501.908878	3633.642147	38800.59364	1304.920481	13933.73609	5906.737538	1460.596827	907.0619231	26336.56634	4014.595985
57	1	112797.4951	140903.6622	89597.82039	52989.23228	133575.4079	776287.9401	1037928.921	132949.5345	126465.8748	741142.2091	36460.01993	509353.4603	129078.362	72977.23265	26390.84995	591158.0883	108033.3087
57	2	15975.03904	20594.11906	16487.61918	8267.708333	23204.24884	124402.8273	159028.0479	21494.80186	20134.42707	125815.6204	5307.045513	66773.09295	21386.71254	9312.225837	3936.871795	83800.81955	15600.79368
57	3	10851.438	13511.42219	9276.083119	5765.538462	10783.04942	75891.28961	133081.3596	16564.0866	11148.28856	93177.27547	3953.085353	38380.50321	14823.62837	4642.753205	2563.330128	57505.3698	9408.588761
57	4	4259.469989	5892.137468	2500.11325	1541.505	3695.005242	39222.50525	42738.79622	6501.908878	3633.642147	38800.59364	1304.920481	13933.73609	5906.737538	1460.596827	907.0619231	26336.56634	4014.595985
58	1	112797.4951	140903.6622	89597.82039	52989.23228	133575.4079	776287.9401	1037928.921	132949.5345	126465.8748	741142.2091	36460.01993	509353.4603	129078.362	72977.23265	26390.84995	591158.0883	108033.3087
58	2	15975.03904	20594.11906	16487.61918	8267.708333	23204.24884	124402.8273	159028.0479	21494.80186	20134.42707	125815.6204	5307.045513	66773.09295	21386.71254	9312.225837	3936.871795	83800.81955	15600.79368
58	3	10851.438	13511.42219	9276.083119	5765.538462	10783.04942	75891.28961	133081.3596	16564.0866	11148.28856	93177.27547	3953.085353	38380.50321	14823.62837	4642.753205	2563.330128	57505.3698	9408.588761
58	4	4259.469989	5892.137468	2500.11325	1541.505	3695.005242	39222.50525	42738.79622	6501.908878	3633.642147	38800.59364	1304.920481	13933.73609	5906.737538	1460.596827	907.0619231	26336.56634	4014.595985
59	1	112797.4951	140903.6622	89597.82039	52989.23228	133575.4079	776287.9401	1037928.921	132949.5345	126465.8748	741142.2091	36460.01993	509353.4603	129078.362	72977.23265	26390.84995	591158.0883	108033.3087
59	2	15975.03904	20594.11906	16487.61918	8267.708333	23204.24884	124402.8273	159028.0479	21494.80186	20134.42707	125815.6204	5307.045513	66773.09295	21386.71254	9312.225837	3936.871795	83800.81955	15600.79368
59	3	10851.438	13511.42219	9276.083119	5765.538462	10783.04942	75891.28961	133081.3596	16564.0866	11148.28856	93177.27547	3953.085353	38380.50321	14823.62837	4642.753205	2563.330128	57505.3698	9408.588761
59	4	4259.469989	5892.137468	2500.11325	1541.505	3695.005242	39222.50525	42738.79622	6501.908878	3633.642147	38800.59364	1304.920481	13933.73609	5906.737538	1460.596827	907.0619231	26336.56634	4014.595985
60	1	112797.4951	140903.6622	89597.82039	52989.23228	133575.4079	776287.9401	1037928.921	132949.5345	126465.8748	741142.2091	36460.01993	509353.4603	129078.362	72977.23265	26390.84995	591158.0883	108033.3087
60	2	15975.03904	20594.11906	16487.61918	8267.708333	23204.24884	124402.8273	159028.0479	21494.80186	20134.42707	125815.6204	5307.045513	66773.09295	21386.71254	9312.225837	3936.871795	83800.81955	15600.79368
60	3	10851.438	13511.42219	9276.083119	5765.538462	10783.04942	75891.28961	133081.3596	16564.0866	11148.28856	93177.27547	3953.085353	38380.50321	14823.62837	4642.753205	2563.330128	57505.3698	9408.588761
60	4	4259.469989	5892.137468	2500.11325	1541.505	3695.005242	39222.50525	42738.79622	6501.908878	3633.642147	38800.59364	1304.920481	13933.73609	5906.737538	1460.596827	907.0619231	26336.56634	4014.595985
61	1	112797.4951	140903.6622	89597.82039	52989.23228	133575.4079	776287.9401	1037928.921	132949.5345	126465.8748	741142.2091	36460.01993	509353.4603	129078.362	72977.23265	26390.84995	591158.0883	108033.3087
61	2	15975.03904	20594.11906	16487.61918	8267.708333	23204.24884	124402.8273	159028.0479	21494.80186	20134.42707	125815.6204	5307.045513	66773.09295	21386.71254	9312.225837	3936.871795	83800.81955	15600.79368
61	3	10851.438	13511.42219	9276.083119	5765.538462	10783.04942	75891.28961	133081.3596	16564.0866	11148.28856	93177.27547	3953.085353	38380.50321	14823.62837	4642.753205	2563.330128	57505.3698	9408.588761
61	4	4259.469989	5892.137468	2500.11325	1541.505	3695.005242	39222.50525	42738.79622	6501.908878	3633.642147	38800.59364	1304.920481	13933.73609	5906.737538	1460.596827	907.0619231	26336.56634	4014.595985
62	1	112797.4951	140903.6622	89597.82039	52989.23228	133575.4079	776287.9401	1037928.921	132949.5345	126465.8748	741142.2091	36460.01993	509353.4603	129078.362	72977.23265	26390.84995	591158.0883	108033.3087
62	2	15975.03904	20594.11906	16487.61918	8267.708333	23204.24884	124402.8273	159028.0479	21494.80186	20134.42707	125815.6204	5307.045513	66773.09295	21386.71254	9312.225837	3936.871795	83800.81955	15600.79368
62	3	10851.438	13511.42219	9276.083119	5765.538462	10783.04942	75891.28961	133081.3596	16564.0866	11148.28856	93177.27547	3953.085353	38380.50321	14823.62837	4642.753205	2563.330128	57505.3698	9408.588761
62	4	4259.469989	5892.137468	2500.11325	1541.505	3695.005242	39222.50525	42738.79622	6501.908878	3633.642147	38800.59364	1304.920481	13933.73609	5906.737538	1460.596827	907.0619231	26336.56634	4014.595985
63	1	112797.4951	140903.6622	89597.82039	52989.23228	133575.4079	776287.9401	1037928.921	132949.5345	126465.8748	741142.2091	36460.01993	509353.4603	129078.362	72977.23265	26390.84995	591158.0883	108033.3087
63	2	15975.03904	20594.11906	16487.61918	8267.708333	23204.24884	124402.8273	159028.0479	21494.80186	20134.42707	125815.6204	5307.045513	66773.09295	21386.71254	9312.225837	3936.871795	83800.81955	15600.79368
63	3	10851.438	13511.42219	9276.083119	5765.538462	10783.04942	75891.28961	133081.3596	16564.0866	11148.28856	93177.27547	3953.085353	38380.50321	14823.62837	4642.753205	2563.330128	57505.3698	9408.588761
63	4	4259.469989	5892.137468	2500.11325	1541.505	3695.005242	39222.50525	42738.79622	6501.908878	3633.642147	38800.59364	1304.920481	13933.73609	5906.737538	1460.596827	907.0619231	26336.56634	4014.595985
64	1	112797.4951	140903.6622	89597.82039	52989.23228	133575.4079	776287.9401	1037928.921	132949.5345	126465.8748	741142.2091	36460.01993	509353.4603	129078.362	72977.23265	26390.84995	591158.0883	108033.3087
64	2	15975.03904	20594.11906	16487.61918	8267.708333	23204.24884	124402.8273	159028.0479	21494.80186	20134.42707	125815.6204	5307.045513	66773.09295	21386.71254	9312.225837	3936.871795	83800.81955	15600.79368
64	3	10851.438	13511.42219	9276.083119	5765.538462	10783.04942	75891.28961	133081.3596	16564.0866	11148.28856	93177.27547	3953.085353	38380.50321	14823.62837	4642.753205	2563.330128	57505.3698	9408.588761
64	4	4259.469989	5892.137468	2500.11325	1541.505	3695.005242	39222.50525	42738.79622	6501.908878	3633.642147	38800.59364	1304.920481	13933.73609	5906.737538	1460.596827	907.0619231	26336.56634	4014.595985
65	1	112797.4951	140903.6622	89597.82039	52989.23228	133575.4079	776287.9401	1037928.921	132949.5345	126465.8748	741142.2091	36460.01993	509353.4603	129078.362	72977.23265	26390.84995	591158.0883	108033.3087
65	2	15975.03904	20594.11906	16487.61918	8267.708333	23204.24884	124402.8273	159028.0479	21494.80186	20134.42707	125815.6204	5307.045513	66773.09295	21386.71254	9312.225837	3936.871795	83800.81955	15600.79368
65	3	10851.438	13511.42219	9276.083119	5765.538462	10783.04942	75891.28961	133081.3596	16564.0866	11148.28856	93177.27547	3953.085353	38380.50321	14823.62837	4642.753205	2563.330128	57505.3698	9408.588761
65	4	4259.469989	5892.137468	2500.11325	1541.505	3695.005242	39222.50525	42738.79622	6501.908878	3633.642147	38800.59364	1304.920481	13933.73609	5906.737538	1460.596827	907.0619231	26336.56634	4014.595985
66	1	112797.4951	140903.6622	89597.82039	52989.23228	133575.4079	776287.9401	1037928.921	132949.5345	126465.8748	741142.2091	36460.01993	509353.4603	129078.362	72977.23265	26390.84995	591158.0883	108033.3087
66	2	15975.03904	20594.11906	16487.61918	8267.708333	23204.24884	124402.8273	159028.0479	21494.80186	20134.42707	125815.6204	5307.045513	66773.09295	21386.71254	9312.225837	3936.871795	83800.81955	15600.79368
66	3	10851.438	13511.42219	9276.083119	5765.538462	10783.04942	75891.28961	133081.3596	16564.0866	11148.28856	93177.27547	3953.085353	38380.50321	14823.62837	4642.753205	2563.330128	57505.3698	9408.588761
