Year	Age	Canada	Denmark	EnglandandWales	Finland	Netherlands	Norway	Scotland	SouthKorea	Sweden	Taiwan	USA
100	1	467952.1143	70805.42807	718874.9154	66599.886	213763.6396	66063.82377	68152.03923	718552.6491	119679.9715	333252.161	4092016.136
100	2	65285.15705	12334.52272	110839.2557	12429.62896	34618.84566	9594.286244	10688.44314	75992.93465	21327.1881	33019.95365	549201.6811
100	3	33812.06194	6251.226035	64464.8177	6722.511093	18563.97526	4822.495766	6226.164295	43709.94753	11439.42467	18404.9441	272989.6082
100	4	14646.42279	2294.346704	26944.46199	2721.937043	6898.897042	2242.332842	2286.612083	10656.37308	4991.65125	6600.528429	113413.3772
101	1	467952.1143	70805.42807	718874.9154	66599.886	213763.6396	66063.82377	68152.03923	718552.6491	119679.9715	333252.161	4092016.136
101	2	65285.15705	12334.52272	110839.2557	12429.62896	34618.84566	9594.286244	10688.44314	75992.93465	21327.1881	33019.95365	549201.6811
101	3	33812.06194	6251.226035	64464.8177	6722.511093	18563.97526	4822.495766	6226.164295	43709.94753	11439.42467	18404.9441	272989.6082
101	4	14646.42279	2294.346704	26944.46199	2721.937043	6898.897042	2242.332842	2286.612083	10656.37308	4991.65125	6600.528429	113413.3772
102	1	467952.1143	70805.42807	718874.9154	66599.886	213763.6396	66063.82377	68152.03923	718552.6491	119679.9715	333252.161	4092016.136
102	2	65285.15705	12334.52272	110839.2557	12429.62896	34618.84566	9594.286244	10688.44314	75992.93465	21327.1881	33019.95365	549201.6811
102	3	33812.06194	6251.226035	64464.8177	6722.511093	18563.97526	4822.495766	6226.164295	43709.94753	11439.42467	18404.9441	272989.6082
102	4	14646.42279	2294.346704	26944.46199	2721.937043	6898.897042	2242.332842	2286.612083	10656.37308	4991.65125	6600.528429	113413.3772
103	1	467952.1143	70805.42807	718874.9154	66599.886	213763.6396	66063.82377	68152.03923	718552.6491	119679.9715	333252.161	4092016.136
103	2	65285.15705	12334.52272	110839.2557	12429.62896	34618.84566	9594.286244	10688.44314	75992.93465	21327.1881	33019.95365	549201.6811
103	3	33812.06194	6251.226035	64464.8177	6722.511093	18563.97526	4822.495766	6226.164295	43709.94753	11439.42467	18404.9441	272989.6082
103	4	14646.42279	2294.346704	26944.46199	2721.937043	6898.897042	2242.332842	2286.612083	10656.37308	4991.65125	6600.528429	113413.3772
104	1	467952.1143	70805.42807	718874.9154	66599.886	213763.6396	66063.82377	68152.03923	718552.6491	119679.9715	333252.161	4092016.136
104	2	65285.15705	12334.52272	110839.2557	12429.62896	34618.84566	9594.286244	10688.44314	75992.93465	21327.1881	33019.95365	549201.6811
104	3	33812.06194	6251.226035	64464.8177	6722.511093	18563.97526	4822.495766	6226.164295	43709.94753	11439.42467	18404.9441	272989.6082
104	4	14646.42279	2294.346704	26944.46199	2721.937043	6898.897042	2242.332842	2286.612083	10656.37308	4991.65125	6600.528429	113413.3772
105	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
105	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
105	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
105	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
106	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
106	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
106	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
106	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
107	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
107	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
107	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
107	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
108	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
108	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
108	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
108	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
109	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
109	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
109	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
109	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
110	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
110	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
110	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
110	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
111	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
111	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
111	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
111	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
112	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
112	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
112	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
112	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
113	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
113	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
113	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
113	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
114	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
114	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
114	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
114	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
115	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
115	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
115	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
115	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
116	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
116	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
116	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
116	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
117	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
117	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
117	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
117	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
118	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
118	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
118	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
118	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
119	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
119	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
119	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
119	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
120	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
120	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
120	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
120	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
121	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
121	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
121	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
121	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
122	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
122	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
122	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
122	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
123	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
123	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
123	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
123	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
124	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
124	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
124	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
124	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
125	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
125	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
125	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
125	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
126	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
126	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
126	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
126	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
127	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
127	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
127	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
127	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
128	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
128	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
128	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
128	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
129	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
129	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
129	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
129	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
130	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
130	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
130	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
130	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
131	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
131	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
131	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
131	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
132	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
132	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
132	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
132	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
133	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
133	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
133	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
133	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
134	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
134	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
134	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
134	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
135	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
135	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
135	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
135	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
136	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
136	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
136	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
136	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
137	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
137	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
137	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
137	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
138	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
138	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
138	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
138	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
139	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
139	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
139	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
139	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
140	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
140	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
140	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
140	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
141	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
141	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
141	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
141	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
142	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
142	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
142	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
142	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
143	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
143	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
143	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
143	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
144	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
144	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
144	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
144	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
145	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
145	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
145	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
145	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
146	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
146	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
146	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
146	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
147	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
147	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
147	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
147	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
148	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
148	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
148	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
148	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
149	1	471345.9343	71118.4764	721076.9581	66356.20412	214573.5612	66406.31733	68212.12743	717940.066	120958.9451	331767.659	4101991.971
149	2	67841.99637	12431.87907	112512.3788	12773.24743	35556.16665	9853.459893	10852.59558	77464.37276	21458.91294	35492.25699	568680.5374
149	3	34840.05651	6521.250002	65373.0984	6850.649062	18946.56578	4940.544811	6284.681795	46833.92304	11841.52329	18832.13288	282444.0796
149	4	15104.8957	2316.329901	27455.58452	2785.583974	7060.487892	2250.953239	2341.571474	11554.53006	5003.56355	6887.495673	114587.2807
