Year	Age	Australia	Austria	Belgium	Bulgaria	Canada	Croatia	CzechRepublic	Denmark	EnglandandWales	Finland	France	Germany	Greece	Hungary	Italy	Lithuania	Netherlands	NewZealand	Norway	Poland	Portugal	Scotland	Slovakia	Slovenia	SouthKorea	Spain	Sweden	Switzerland	Taiwan	USA
34	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
34	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
35	1	303233.5531	111752.9373	140575.173	90897.86092	465657.7524	53685.5245	134854.0017	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	213041.9838	58171.60175	65617.21018	514011.8244	129844.8992	67994.92086	73501.94337	26604.71322	716489.1188	592123.3839	118646.9419	107126.861	333790.179	4077506.653
35	2	38607.78663	16200.93479	19930.42606	16206.56707	62726.82133	8152.544872	22509.05743	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	33744.82576	7464.409776	9285.799715	63166.88462	20848.76759	10493.15795	8888.88648	3811.798077	74752.16994	82510.1155	20962.78428	15317.96127	30926.36551	528062.13
35	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
35	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
36	1	303233.5531	111752.9373	140575.173	90897.86092	465657.7524	53685.5245	134854.0017	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	213041.9838	58171.60175	65617.21018	514011.8244	129844.8992	67994.92086	73501.94337	26604.71322	716489.1188	592123.3839	118646.9419	107126.861	333790.179	4077506.653
36	2	38607.78663	16200.93479	19930.42606	16206.56707	62726.82133	8152.544872	22509.05743	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	33744.82576	7464.409776	9285.799715	63166.88462	20848.76759	10493.15795	8888.88648	3811.798077	74752.16994	82510.1155	20962.78428	15317.96127	30926.36551	528062.13
36	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
36	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
37	1	303233.5531	111752.9373	140575.173	90897.86092	465657.7524	53685.5245	134854.0017	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	213041.9838	58171.60175	65617.21018	514011.8244	129844.8992	67994.92086	73501.94337	26604.71322	716489.1188	592123.3839	118646.9419	107126.861	333790.179	4077506.653
37	2	38607.78663	16200.93479	19930.42606	16206.56707	62726.82133	8152.544872	22509.05743	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	33744.82576	7464.409776	9285.799715	63166.88462	20848.76759	10493.15795	8888.88648	3811.798077	74752.16994	82510.1155	20962.78428	15317.96127	30926.36551	528062.13
37	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
37	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
38	1	303233.5531	111752.9373	140575.173	90897.86092	465657.7524	53685.5245	134854.0017	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	213041.9838	58171.60175	65617.21018	514011.8244	129844.8992	67994.92086	73501.94337	26604.71322	716489.1188	592123.3839	118646.9419	107126.861	333790.179	4077506.653
38	2	38607.78663	16200.93479	19930.42606	16206.56707	62726.82133	8152.544872	22509.05743	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	33744.82576	7464.409776	9285.799715	63166.88462	20848.76759	10493.15795	8888.88648	3811.798077	74752.16994	82510.1155	20962.78428	15317.96127	30926.36551	528062.13
38	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
38	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
39	1	303233.5531	111752.9373	140575.173	90897.86092	465657.7524	53685.5245	134854.0017	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	213041.9838	58171.60175	65617.21018	514011.8244	129844.8992	67994.92086	73501.94337	26604.71322	716489.1188	592123.3839	118646.9419	107126.861	333790.179	4077506.653
39	2	38607.78663	16200.93479	19930.42606	16206.56707	62726.82133	8152.544872	22509.05743	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	33744.82576	7464.409776	9285.799715	63166.88462	20848.76759	10493.15795	8888.88648	3811.798077	74752.16994	82510.1155	20962.78428	15317.96127	30926.36551	528062.13
39	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
39	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
40	1	303233.5531	111752.9373	140575.173	90897.86092	465657.7524	53685.5245	134854.0017	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	213041.9838	58171.60175	65617.21018	514011.8244	129844.8992	67994.92086	73501.94337	26604.71322	716489.1188	592123.3839	118646.9419	107126.861	333790.179	4077506.653
40	2	38607.78663	16200.93479	19930.42606	16206.56707	62726.82133	8152.544872	22509.05743	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	33744.82576	7464.409776	9285.799715	63166.88462	20848.76759	10493.15795	8888.88648	3811.798077	74752.16994	82510.1155	20962.78428	15317.96127	30926.36551	528062.13
40	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
40	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
41	1	303233.5531	111752.9373	140575.173	90897.86092	465657.7524	53685.5245	134854.0017	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	213041.9838	58171.60175	65617.21018	514011.8244	129844.8992	67994.92086	73501.94337	26604.71322	716489.1188	592123.3839	118646.9419	107126.861	333790.179	4077506.653
41	2	38607.78663	16200.93479	19930.42606	16206.56707	62726.82133	8152.544872	22509.05743	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	33744.82576	7464.409776	9285.799715	63166.88462	20848.76759	10493.15795	8888.88648	3811.798077	74752.16994	82510.1155	20962.78428	15317.96127	30926.36551	528062.13
41	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
41	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
42	1	303233.5531	111752.9373	140575.173	90897.86092	465657.7524	53685.5245	134854.0017	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	213041.9838	58171.60175	65617.21018	514011.8244	129844.8992	67994.92086	73501.94337	26604.71322	716489.1188	592123.3839	118646.9419	107126.861	333790.179	4077506.653
42	2	38607.78663	16200.93479	19930.42606	16206.56707	62726.82133	8152.544872	22509.05743	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	33744.82576	7464.409776	9285.799715	63166.88462	20848.76759	10493.15795	8888.88648	3811.798077	74752.16994	82510.1155	20962.78428	15317.96127	30926.36551	528062.13
42	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
42	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
43	1	303233.5531	111752.9373	140575.173	90897.86092	465657.7524	53685.5245	134854.0017	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	213041.9838	58171.60175	65617.21018	514011.8244	129844.8992	67994.92086	73501.94337	26604.71322	716489.1188	592123.3839	118646.9419	107126.861	333790.179	4077506.653
43	2	38607.78663	16200.93479	19930.42606	16206.56707	62726.82133	8152.544872	22509.05743	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	33744.82576	7464.409776	9285.799715	63166.88462	20848.76759	10493.15795	8888.88648	3811.798077	74752.16994	82510.1155	20962.78428	15317.96127	30926.36551	528062.13
43	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
43	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
44	1	303233.5531	111752.9373	140575.173	90897.86092	465657.7524	53685.5245	134854.0017	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	213041.9838	58171.60175	65617.21018	514011.8244	129844.8992	67994.92086	73501.94337	26604.71322	716489.1188	592123.3839	118646.9419	107126.861	333790.179	4077506.653
44	2	38607.78663	16200.93479	19930.42606	16206.56707	62726.82133	8152.544872	22509.05743	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	33744.82576	7464.409776	9285.799715	63166.88462	20848.76759	10493.15795	8888.88648	3811.798077	74752.16994	82510.1155	20962.78428	15317.96127	30926.36551	528062.13
44	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
44	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
45	1	303233.5531	111752.9373	140575.173	90897.86092	465657.7524	53685.5245	134854.0017	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	213041.9838	58171.60175	65617.21018	514011.8244	129844.8992	67994.92086	73501.94337	26604.71322	716489.1188	592123.3839	118646.9419	107126.861	333790.179	4077506.653
45	2	38607.78663	16200.93479	19930.42606	16206.56707	62726.82133	8152.544872	22509.05743	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	33744.82576	7464.409776	9285.799715	63166.88462	20848.76759	10493.15795	8888.88648	3811.798077	74752.16994	82510.1155	20962.78428	15317.96127	30926.36551	528062.13
45	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
45	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
46	1	303233.5531	111752.9373	140575.173	90897.86092	465657.7524	53685.5245	134854.0017	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	213041.9838	58171.60175	65617.21018	514011.8244	129844.8992	67994.92086	73501.94337	26604.71322	716489.1188	592123.3839	118646.9419	107126.861	333790.179	4077506.653
46	2	38607.78663	16200.93479	19930.42606	16206.56707	62726.82133	8152.544872	22509.05743	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	33744.82576	7464.409776	9285.799715	63166.88462	20848.76759	10493.15795	8888.88648	3811.798077	74752.16994	82510.1155	20962.78428	15317.96127	30926.36551	528062.13
46	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
46	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
47	1	303233.5531	111752.9373	140575.173	90897.86092	465657.7524	53685.5245	134854.0017	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	213041.9838	58171.60175	65617.21018	514011.8244	129844.8992	67994.92086	73501.94337	26604.71322	716489.1188	592123.3839	118646.9419	107126.861	333790.179	4077506.653
47	2	38607.78663	16200.93479	19930.42606	16206.56707	62726.82133	8152.544872	22509.05743	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	33744.82576	7464.409776	9285.799715	63166.88462	20848.76759	10493.15795	8888.88648	3811.798077	74752.16994	82510.1155	20962.78428	15317.96127	30926.36551	528062.13
47	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
47	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
48	1	303233.5531	111752.9373	140575.173	90897.86092	465657.7524	53685.5245	134854.0017	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	213041.9838	58171.60175	65617.21018	514011.8244	129844.8992	67994.92086	73501.94337	26604.71322	716489.1188	592123.3839	118646.9419	107126.861	333790.179	4077506.653
48	2	38607.78663	16200.93479	19930.42606	16206.56707	62726.82133	8152.544872	22509.05743	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	33744.82576	7464.409776	9285.799715	63166.88462	20848.76759	10493.15795	8888.88648	3811.798077	74752.16994	82510.1155	20962.78428	15317.96127	30926.36551	528062.13
48	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
48	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
49	1	303233.5531	111752.9373	140575.173	90897.86092	465657.7524	53685.5245	134854.0017	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	213041.9838	58171.60175	65617.21018	514011.8244	129844.8992	67994.92086	73501.94337	26604.71322	716489.1188	592123.3839	118646.9419	107126.861	333790.179	4077506.653
49	2	38607.78663	16200.93479	19930.42606	16206.56707	62726.82133	8152.544872	22509.05743	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	33744.82576	7464.409776	9285.799715	63166.88462	20848.76759	10493.15795	8888.88648	3811.798077	74752.16994	82510.1155	20962.78428	15317.96127	30926.36551	528062.13
49	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
49	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
50	1	303233.5531	111752.9373	140575.173	90897.86092	465657.7524	53685.5245	134854.0017	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	213041.9838	58171.60175	65617.21018	514011.8244	129844.8992	67994.92086	73501.94337	26604.71322	716489.1188	592123.3839	118646.9419	107126.861	333790.179	4077506.653
50	2	38607.78663	16200.93479	19930.42606	16206.56707	62726.82133	8152.544872	22509.05743	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	33744.82576	7464.409776	9285.799715	63166.88462	20848.76759	10493.15795	8888.88648	3811.798077	74752.16994	82510.1155	20962.78428	15317.96127	30926.36551	528062.13
50	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
50	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
51	1	303233.5531	111752.9373	140575.173	90897.86092	465657.7524	53685.5245	134854.0017	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	213041.9838	58171.60175	65617.21018	514011.8244	129844.8992	67994.92086	73501.94337	26604.71322	716489.1188	592123.3839	118646.9419	107126.861	333790.179	4077506.653
51	2	38607.78663	16200.93479	19930.42606	16206.56707	62726.82133	8152.544872	22509.05743	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	33744.82576	7464.409776	9285.799715	63166.88462	20848.76759	10493.15795	8888.88648	3811.798077	74752.16994	82510.1155	20962.78428	15317.96127	30926.36551	528062.13
51	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
51	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
52	1	303233.5531	111752.9373	140575.173	90897.86092	465657.7524	53685.5245	134854.0017	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	127590.6236	744003.5448	37165.70083	213041.9838	58171.60175	65617.21018	514011.8244	129844.8992	67994.92086	73501.94337	26604.71322	716489.1188	592123.3839	118646.9419	107126.861	333790.179	4077506.653
52	2	38607.78663	16200.93479	19930.42606	16206.56707	62726.82133	8152.544872	22509.05743	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	19720.37465	125383.81	5323.515769	33744.82576	7464.409776	9285.799715	63166.88462	20848.76759	10493.15795	8888.88648	3811.798077	74752.16994	82510.1155	20962.78428	15317.96127	30926.36551	528062.13
52	3	20746.33936	10304.0924	13773.17458	9292.946535	32961.50975	5765.784263	10548.33848	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	11040.38804	91996.64795	3958.761987	18154.92325	3894.263013	4762.104464	38593.71474	14765.69281	6188.485962	4553.509615	2533.13141	41297.61314	57606.35866	11234.3221	9243.955045	17970.49311	265683.5486
52	4	8806.509231	4170.372783	5668.023782	2445.790769	14127.04148	1466.121378	3563.729287	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	3517.783846	37548.21557	1259.726859	6725.995821	1513.617853	2218.025641	13177.72167	5682.272739	2233.71766	1407.781314	859.2280449	9891.892885	25270.80024	4946.079553	3895.649862	6242.794872	111865.7458
53	1	306878.1673	112797.4951	140903.6622	89597.82039	467952.1143	52989.23228	133575.4079	70805.42807	718874.9154	66599.886	776287.9401	1037928.921	132949.5345	126465.8748	741142.2091	36460.01993	213763.6396	59524.25123	66063.82377	509353.4603	129078.362	68152.03923	72977.23265	26390.84995	718552.6491	591158.0883	119679.9715	108033.3087	333252.161	4092016.136
