Year	Age	Austria	Belgium	Bulgaria	CzechRepublic	Denmark	Finland	Germany	Greece	Hungary	Norway	Poland	Scotland	Slovenia	Switzerland	Taiwan
37	3	10304.0924	13773.17458	9292.946535	10548.33848	6043.863685	6609.645756	127842.6814	16703.52564	11040.38804	4762.104464	38593.71474	6188.485962	2533.13141	9243.955045	17970.49311
37	4	4170.372783	5668.023782	2445.790769	3563.729287	2270.28249	2636.764874	41734.39897	6240.055769	3517.783846	2218.025641	13177.72167	2233.71766	859.2280449	3895.649862	6242.794872
38	1	111752.9373	140575.173	90897.86092	134854.0017	70353.45245	66832.27611	1032778.967	134068.5573	127590.6236	65617.21018	514011.8244	67994.92086	26604.71322	107126.861	333790.179
38	2	16200.93479	19930.42606	16206.56707	22509.05743	12144.0641	12066.67746	161127.896	21184.30333	19720.37465	9285.799715	63166.88462	10493.15795	3811.798077	15317.96127	30926.36551
38	3	10304.0924	13773.17458	9292.946535	10548.33848	6043.863685	6609.645756	127842.6814	16703.52564	11040.38804	4762.104464	38593.71474	6188.485962	2533.13141	9243.955045	17970.49311
38	4	4170.372783	5668.023782	2445.790769	3563.729287	2270.28249	2636.764874	41734.39897	6240.055769	3517.783846	2218.025641	13177.72167	2233.71766	859.2280449	3895.649862	6242.794872
39	1	111752.9373	140575.173	90897.86092	134854.0017	70353.45245	66832.27611	1032778.967	134068.5573	127590.6236	65617.21018	514011.8244	67994.92086	26604.71322	107126.861	333790.179
39	2	16200.93479	19930.42606	16206.56707	22509.05743	12144.0641	12066.67746	161127.896	21184.30333	19720.37465	9285.799715	63166.88462	10493.15795	3811.798077	15317.96127	30926.36551
39	3	10304.0924	13773.17458	9292.946535	10548.33848	6043.863685	6609.645756	127842.6814	16703.52564	11040.38804	4762.104464	38593.71474	6188.485962	2533.13141	9243.955045	17970.49311
39	4	4170.372783	5668.023782	2445.790769	3563.729287	2270.28249	2636.764874	41734.39897	6240.055769	3517.783846	2218.025641	13177.72167	2233.71766	859.2280449	3895.649862	6242.794872
40	1	111752.9373	140575.173	90897.86092	134854.0017	70353.45245	66832.27611	1032778.967	134068.5573	127590.6236	65617.21018	514011.8244	67994.92086	26604.71322	107126.861	333790.179
40	2	16200.93479	19930.42606	16206.56707	22509.05743	12144.0641	12066.67746	161127.896	21184.30333	19720.37465	9285.799715	63166.88462	10493.15795	3811.798077	15317.96127	30926.36551
40	3	10304.0924	13773.17458	9292.946535	10548.33848	6043.863685	6609.645756	127842.6814	16703.52564	11040.38804	4762.104464	38593.71474	6188.485962	2533.13141	9243.955045	17970.49311
40	4	4170.372783	5668.023782	2445.790769	3563.729287	2270.28249	2636.764874	41734.39897	6240.055769	3517.783846	2218.025641	13177.72167	2233.71766	859.2280449	3895.649862	6242.794872
41	1	111752.9373	140575.173	90897.86092	134854.0017	70353.45245	66832.27611	1032778.967	134068.5573	127590.6236	65617.21018	514011.8244	67994.92086	26604.71322	107126.861	333790.179
41	2	16200.93479	19930.42606	16206.56707	22509.05743	12144.0641	12066.67746	161127.896	21184.30333	19720.37465	9285.799715	63166.88462	10493.15795	3811.798077	15317.96127	30926.36551
41	3	10304.0924	13773.17458	9292.946535	10548.33848	6043.863685	6609.645756	127842.6814	16703.52564	11040.38804	4762.104464	38593.71474	6188.485962	2533.13141	9243.955045	17970.49311
41	4	4170.372783	5668.023782	2445.790769	3563.729287	2270.28249	2636.764874	41734.39897	6240.055769	3517.783846	2218.025641	13177.72167	2233.71766	859.2280449	3895.649862	6242.794872
42	1	111752.9373	140575.173	90897.86092	134854.0017	70353.45245	66832.27611	1032778.967	134068.5573	127590.6236	65617.21018	514011.8244	67994.92086	26604.71322	107126.861	333790.179
42	2	16200.93479	19930.42606	16206.56707	22509.05743	12144.0641	12066.67746	161127.896	21184.30333	19720.37465	9285.799715	63166.88462	10493.15795	3811.798077	15317.96127	30926.36551
42	3	10304.0924	13773.17458	9292.946535	10548.33848	6043.863685	6609.645756	127842.6814	16703.52564	11040.38804	4762.104464	38593.71474	6188.485962	2533.13141	9243.955045	17970.49311
42	4	4170.372783	5668.023782	2445.790769	3563.729287	2270.28249	2636.764874	41734.39897	6240.055769	3517.783846	2218.025641	13177.72167	2233.71766	859.2280449	3895.649862	6242.794872
43	1	111752.9373	140575.173	90897.86092	134854.0017	70353.45245	66832.27611	1032778.967	134068.5573	127590.6236	65617.21018	514011.8244	67994.92086	26604.71322	107126.861	333790.179
43	2	16200.93479	19930.42606	16206.56707	22509.05743	12144.0641	12066.67746	161127.896	21184.30333	19720.37465	9285.799715	63166.88462	10493.15795	3811.798077	15317.96127	30926.36551
43	3	10304.0924	13773.17458	9292.946535	10548.33848	6043.863685	6609.645756	127842.6814	16703.52564	11040.38804	4762.104464	38593.71474	6188.485962	2533.13141	9243.955045	17970.49311
43	4	4170.372783	5668.023782	2445.790769	3563.729287	2270.28249	2636.764874	41734.39897	6240.055769	3517.783846	2218.025641	13177.72167	2233.71766	859.2280449	3895.649862	6242.794872
44	1	111752.9373	140575.173	90897.86092	134854.0017	70353.45245	66832.27611	1032778.967	134068.5573	127590.6236	65617.21018	514011.8244	67994.92086	26604.71322	107126.861	333790.179
44	2	16200.93479	19930.42606	16206.56707	22509.05743	12144.0641	12066.67746	161127.896	21184.30333	19720.37465	9285.799715	63166.88462	10493.15795	3811.798077	15317.96127	30926.36551
44	3	10304.0924	13773.17458	9292.946535	10548.33848	6043.863685	6609.645756	127842.6814	16703.52564	11040.38804	4762.104464	38593.71474	6188.485962	2533.13141	9243.955045	17970.49311
44	4	4170.372783	5668.023782	2445.790769	3563.729287	2270.28249	2636.764874	41734.39897	6240.055769	3517.783846	2218.025641	13177.72167	2233.71766	859.2280449	3895.649862	6242.794872
45	1	111752.9373	140575.173	90897.86092	134854.0017	70353.45245	66832.27611	1032778.967	134068.5573	127590.6236	65617.21018	514011.8244	67994.92086	26604.71322	107126.861	333790.179
45	2	16200.93479	19930.42606	16206.56707	22509.05743	12144.0641	12066.67746	161127.896	21184.30333	19720.37465	9285.799715	63166.88462	10493.15795	3811.798077	15317.96127	30926.36551
45	3	10304.0924	13773.17458	9292.946535	10548.33848	6043.863685	6609.645756	127842.6814	16703.52564	11040.38804	4762.104464	38593.71474	6188.485962	2533.13141	9243.955045	17970.49311
45	4	4170.372783	5668.023782	2445.790769	3563.729287	2270.28249	2636.764874	41734.39897	6240.055769	3517.783846	2218.025641	13177.72167	2233.71766	859.2280449	3895.649862	6242.794872
46	1	111752.9373	140575.173	90897.86092	134854.0017	70353.45245	66832.27611	1032778.967	134068.5573	127590.6236	65617.21018	514011.8244	67994.92086	26604.71322	107126.861	333790.179
46	2	16200.93479	19930.42606	16206.56707	22509.05743	12144.0641	12066.67746	161127.896	21184.30333	19720.37465	9285.799715	63166.88462	10493.15795	3811.798077	15317.96127	30926.36551
46	3	10304.0924	13773.17458	9292.946535	10548.33848	6043.863685	6609.645756	127842.6814	16703.52564	11040.38804	4762.104464	38593.71474	6188.485962	2533.13141	9243.955045	17970.49311
46	4	4170.372783	5668.023782	2445.790769	3563.729287	2270.28249	2636.764874	41734.39897	6240.055769	3517.783846	2218.025641	13177.72167	2233.71766	859.2280449	3895.649862	6242.794872
47	1	111752.9373	140575.173	90897.86092	134854.0017	70353.45245	66832.27611	1032778.967	134068.5573	127590.6236	65617.21018	514011.8244	67994.92086	26604.71322	107126.861	333790.179
47	2	16200.93479	19930.42606	16206.56707	22509.05743	12144.0641	12066.67746	161127.896	21184.30333	19720.37465	9285.799715	63166.88462	10493.15795	3811.798077	15317.96127	30926.36551
47	3	10304.0924	13773.17458	9292.946535	10548.33848	6043.863685	6609.645756	127842.6814	16703.52564	11040.38804	4762.104464	38593.71474	6188.485962	2533.13141	9243.955045	17970.49311
47	4	4170.372783	5668.023782	2445.790769	3563.729287	2270.28249	2636.764874	41734.39897	6240.055769	3517.783846	2218.025641	13177.72167	2233.71766	859.2280449	3895.649862	6242.794872
48	1	111752.9373	140575.173	90897.86092	134854.0017	70353.45245	66832.27611	1032778.967	134068.5573	127590.6236	65617.21018	514011.8244	67994.92086	26604.71322	107126.861	333790.179
48	2	16200.93479	19930.42606	16206.56707	22509.05743	12144.0641	12066.67746	161127.896	21184.30333	19720.37465	9285.799715	63166.88462	10493.15795	3811.798077	15317.96127	30926.36551
48	3	10304.0924	13773.17458	9292.946535	10548.33848	6043.863685	6609.645756	127842.6814	16703.52564	11040.38804	4762.104464	38593.71474	6188.485962	2533.13141	9243.955045	17970.49311
48	4	4170.372783	5668.023782	2445.790769	3563.729287	2270.28249	2636.764874	41734.39897	6240.055769	3517.783846	2218.025641	13177.72167	2233.71766	859.2280449	3895.649862	6242.794872
49	1	111752.9373	140575.173	90897.86092	134854.0017	70353.45245	66832.27611	1032778.967	134068.5573	127590.6236	65617.21018	514011.8244	67994.92086	26604.71322	107126.861	333790.179
49	2	16200.93479	19930.42606	16206.56707	22509.05743	12144.0641	12066.67746	161127.896	21184.30333	19720.37465	9285.799715	63166.88462	10493.15795	3811.798077	15317.96127	30926.36551
49	3	10304.0924	13773.17458	9292.946535	10548.33848	6043.863685	6609.645756	127842.6814	16703.52564	11040.38804	4762.104464	38593.71474	6188.485962	2533.13141	9243.955045	17970.49311
49	4	4170.372783	5668.023782	2445.790769	3563.729287	2270.28249	2636.764874	41734.39897	6240.055769	3517.783846	2218.025641	13177.72167	2233.71766	859.2280449	3895.649862	6242.794872
50	1	111752.9373	140575.173	90897.86092	134854.0017	70353.45245	66832.27611	1032778.967	134068.5573	127590.6236	65617.21018	514011.8244	67994.92086	26604.71322	107126.861	333790.179
50	2	16200.93479	19930.42606	16206.56707	22509.05743	12144.0641	12066.67746	161127.896	21184.30333	19720.37465	9285.799715	63166.88462	10493.15795	3811.798077	15317.96127	30926.36551
50	3	10304.0924	13773.17458	9292.946535	10548.33848	6043.863685	6609.645756	127842.6814	16703.52564	11040.38804	4762.104464	38593.71474	6188.485962	2533.13141	9243.955045	17970.49311
50	4	4170.372783	5668.023782	2445.790769	3563.729287	2270.28249	2636.764874	41734.39897	6240.055769	3517.783846	2218.025641	13177.72167	2233.71766	859.2280449	3895.649862	6242.794872
51	1	111752.9373	140575.173	90897.86092	134854.0017	70353.45245	66832.27611	1032778.967	134068.5573	127590.6236	65617.21018	514011.8244	67994.92086	26604.71322	107126.861	333790.179
51	2	16200.93479	19930.42606	16206.56707	22509.05743	12144.0641	12066.67746	161127.896	21184.30333	19720.37465	9285.799715	63166.88462	10493.15795	3811.798077	15317.96127	30926.36551
51	3	10304.0924	13773.17458	9292.946535	10548.33848	6043.863685	6609.645756	127842.6814	16703.52564	11040.38804	4762.104464	38593.71474	6188.485962	2533.13141	9243.955045	17970.49311
51	4	4170.372783	5668.023782	2445.790769	3563.729287	2270.28249	2636.764874	41734.39897	6240.055769	3517.783846	2218.025641	13177.72167	2233.71766	859.2280449	3895.649862	6242.794872
52	1	111752.9373	140575.173	90897.86092	134854.0017	70353.45245	66832.27611	1032778.967	134068.5573	127590.6236	65617.21018	514011.8244	67994.92086	26604.71322	107126.861	333790.179
52	2	16200.93479	19930.42606	16206.56707	22509.05743	12144.0641	12066.67746	161127.896	21184.30333	19720.37465	9285.799715	63166.88462	10493.15795	3811.798077	15317.96127	30926.36551
52	3	10304.0924	13773.17458	9292.946535	10548.33848	6043.863685	6609.645756	127842.6814	16703.52564	11040.38804	4762.104464	38593.71474	6188.485962	2533.13141	9243.955045	17970.49311
52	4	4170.372783	5668.023782	2445.790769	3563.729287	2270.28249	2636.764874	41734.39897	6240.055769	3517.783846	2218.025641	13177.72167	2233.71766	859.2280449	3895.649862	6242.794872
53	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
53	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
53	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
53	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
54	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
54	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
54	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
54	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
55	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
55	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
55	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
55	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
56	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
56	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
56	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
56	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
57	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
57	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
57	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
57	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
58	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
58	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
58	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
58	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
59	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
59	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
59	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
59	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
60	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
60	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
60	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
60	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
61	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
61	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
61	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
61	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
62	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
62	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
62	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
62	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
63	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
63	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
63	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
63	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
64	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
64	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
64	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
64	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
65	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
65	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
65	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
65	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
66	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
66	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
66	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
66	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
67	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
67	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
67	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
67	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
68	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
68	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
68	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
68	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
69	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
69	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
69	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
69	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
70	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
70	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
70	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
70	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
71	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
71	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
71	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
71	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
72	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
72	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
72	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
72	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
73	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
73	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
73	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
73	4	4259.469989	5892.137468	2500.11325	3695.005242	2294.346704	2721.937043	42738.79622	6501.908878	3633.642147	2242.332842	13933.73609	2286.612083	907.0619231	4014.595985	6600.528429
74	1	112797.4951	140903.6622	89597.82039	133575.4079	70805.42807	66599.886	1037928.921	132949.5345	126465.8748	66063.82377	509353.4603	68152.03923	26390.84995	108033.3087	333252.161
74	2	15975.03904	20594.11906	16487.61918	23204.24884	12334.52272	12429.62896	159028.0479	21494.80186	20134.42707	9594.286244	66773.09295	10688.44314	3936.871795	15600.79368	33019.95365
74	3	10851.438	13511.42219	9276.083119	10783.04942	6251.226035	6722.511093	133081.3596	16564.0866	11148.28856	4822.495766	38380.50321	6226.164295	2563.330128	9408.588761	18404.9441
