Year	Age	Australia	Austria	Belgium	CzechRepublic	Hungary	Italy	Norway	Scotland	Slovenia	Spain	Switzerland	Taiwan
43	3	27.92239483	0.039110674	0.040803955	0.055458971	0.063903127	0.038588363	0.043468177	0.053648017	0.04658266	0.036975085	0.037538045	0.045852943
43	4	7.631290495	0.139316083	0.15578622	0.168924167	0.169783388	0.13952727	0.14652671	0.164747769	0.16642846	0.127459359	0.143750085	0.119497759
44	1	577.6860905	0.001923887	0.002240794	0.00295134	0.004718215	0.001743271	0.001691629	0.002617843	0.002217652	0.001801989	0.001512226	0.002783186
44	2	88.14563159	0.014628786	0.013496952	0.021413602	0.026317958	0.012784745	0.013461415	0.018583538	0.022036844	0.012725712	0.011228648	0.016264439
44	3	26.49596342	0.037849039	0.04073135	0.051761706	0.065849135	0.03936013	0.041788248	0.05106257	0.046977429	0.036801493	0.035158111	0.043627072
44	4	7.891137304	0.146269898	0.140436955	0.164715093	0.159475404	0.140725729	0.14021479	0.149526507	0.135004904	0.125599505	0.12834829	0.126866254
45	1	605.4617334	0.002102853	0.002340385	0.002580569	0.004459575	0.001822572	0.00155447	0.002735498	0.002443176	0.001759768	0.001577569	0.002726264
45	2	88.75353249	0.016048457	0.014450268	0.021191469	0.023833219	0.012465724	0.011738354	0.017439936	0.014166543	0.012531797	0.012599588	0.01480937
45	3	29.3441858	0.039790016	0.040803955	0.056312186	0.063041262	0.038479663	0.042418221	0.057849368	0.049740807	0.037044522	0.033102714	0.043905306
45	4	7.976910535	0.148188191	0.131262681	0.166959932	0.162033833	0.136464541	0.151936927	0.167433873	0.146643258	0.123383509	0.132712132	0.123021822
46	1	576.4500187	0.001807559	0.00262493	0.002803031	0.004240123	0.0016801	0.00166115	0.002706084	0.002743875	0.00175808	0.001530895	0.002849095
46	2	82.31937449	0.014752235	0.016005679	0.019680966	0.026622212	0.013271251	0.012169119	0.018678838	0.012330139	0.012434839	0.010641103	0.01619977
46	3	28.4977189	0.039692967	0.042328658	0.051287698	0.06439991	0.03920795	0.041158274	0.053324836	0.045793124	0.037756249	0.034292681	0.045296475
46	4	7.834972625	0.151305419	0.129674826	0.168924167	0.185912503	0.136544438	0.145625007	0.152660296	0.140824081	0.125282934	0.151964376	0.119818129
47	1	558.4134103	0.001888094	0.002418635	0.002721462	0.004600652	0.001745959	0.00158495	0.002985517	0.002631113	0.001850966	0.001428213	0.002654362
47	2	92.58462023	0.013949812	0.01535341	0.022257707	0.025658742	0.012553455	0.013138341	0.020966043	0.019938097	0.012955987	0.013382982	0.017105146
47	3	28.73454205	0.041536895	0.042473868	0.054321351	0.066302017	0.039023161	0.04745801	0.050093028	0.045398355	0.040186536	0.036023542	0.045352122
47	4	7.624683317	0.147468831	0.136026246	0.149001217	0.158622594	0.139740329	0.169970984	0.16922461	0.13616874	0.133790777	0.141696513	0.124143115
48	1	547.2187442	0.001771766	0.002418635	0.002958755	0.004666043	0.001833325	0.00153923	0.002867861	0.0026687	0.001952296	0.001614908	0.00278019
48	2	85.60484841	0.01469051	0.014901839	0.022835252	0.025925321	0.013709904	0.014215254	0.019822441	0.016789976	0.013392297	0.012469022	0.016038095
48	3	28.11157095	0.038431332	0.04087656	0.053562938	0.061253094	0.040577565	0.042418221	0.052840065	0.040661136	0.040481642	0.038403475	0.047577993
48	4	8.443441257	0.158978594	0.136379103	0.149843032	0.168610327	0.150446564	0.164109915	0.159375559	0.150134764	0.137906199	0.146573748	0.136156965
49	1	589.3057648	0.001941783	0.002461317	0.002684385	0.004514438	0.001830636	0.001737349	0.002750205	0.003570796	0.001871232	0.001596238	0.00276521
49	2	85.03917761	0.01469051	0.015202886	0.022790826	0.027078593	0.013374933	0.01550755	0.01934594	0.016527633	0.012859029	0.012077325	0.016038095
49	3	27.11939785	0.043671969	0.043562942	0.055838178	0.063856451	0.041436292	0.043888159	0.053486427	0.048556502	0.039370654	0.036780793	0.048913516
49	4	7.814116443	0.145790324	0.147846945	0.161909043	0.166866421	0.148955148	0.155543738	0.167433873	0.175739143	0.14229862	0.133995615	0.135836595
50	1	570.5462082	0.002049163	0.002553794	0.002662138	0.004984692	0.001799723	0.00153923	0.003029638	0.002480763	0.002009716	0.001512226	0.002843103
50	2	96.76137001	0.015122584	0.014450268	0.020480644	0.025658742	0.013733831	0.014646019	0.020680142	0.013117169	0.013525614	0.011816194	0.017654839
50	3	27.51503894	0.042895578	0.042691683	0.055553773	0.06050512	0.040468866	0.043048195	0.054617559	0.045003587	0.0409677	0.036239899	0.048802222
50	4	8.005917483	0.146749471	0.147846945	0.166398722	0.16828777	0.150499828	0.15283863	0.170567663	0.150134764	0.145741329	0.131942043	0.150733769
51	1	573.658727	0.00206706	0.002205226	0.002684385	0.004843616	0.001860206	0.001996427	0.002514894	0.002217652	0.0018307	0.00152156	0.002750231
51	2	87.34793356	0.015554658	0.015704632	0.021191469	0.027433556	0.013781684	0.013246032	0.016105733	0.014166543	0.01282267	0.012926002	0.018107527
51	3	30.46452182	0.040566406	0.040803955	0.056122583	0.068385277	0.040990624	0.048507966	0.047507581	0.043029746	0.040776749	0.035915363	0.051862795
51	4	8.387151648	0.153463499	0.147494088	0.165276303	0.167719231	0.149834018	0.154642036	0.137439035	0.145479423	0.140478337	0.149654107	0.138239365
52	1	585.1163619	0.001995473	0.002482657	0.003099648	0.004976855	0.001985206	0.001676389	0.002500187	0.001916954	0.001937096	0.001446883	0.002813144
52	2	88.75353249	0.016110182	0.016005679	0.021946721	0.026977175	0.014411749	0.015938315	0.019917741	0.016527633	0.013986164	0.012926002	0.017654839
52	3	28.6156405	0.043283773	0.043417732	0.058303021	0.068204124	0.042349369	0.043048195	0.05073939	0.050530343	0.042286998	0.036564436	0.046131177
52	4	7.814116443	0.143632244	0.148729087	0.174536265	0.16857204	0.159901074	0.173577795	0.145049666	0.18388599	0.146572327	0.157611701	0.153937462
53	1	633.6824936	0.002003591	0.002505258	0.00329402	0.005218799	0.001841752	0.001543961	0.00358023	0.003220813	0.001935185	0.001555076	0.00275167
53	2	83.23434925	0.018779297	0.016121107	0.022582071	0.030544698	0.014497405	0.017093507	0.024699575	0.019558676	0.013329225	0.013396754	0.016293179
53	3	29.52541525	0.041745619	0.049513663	0.057404912	0.072028993	0.043390408	0.044790086	0.063602562	0.047594338	0.04244821	0.032310903	0.04748724
53	4	8.333913795	0.152835917	0.149521291	0.170229799	0.202276386	0.160770736	0.171250223	0.212104188	0.180803533	0.150551137	0.163652831	0.126656526
54	1	597.1996366	0.001826282	0.002299443	0.002844835	0.004862972	0.001859292	0.001619646	0.003741634	0.003031354	0.002063746	0.001175563	0.002928713
54	2	89.16641868	0.015649414	0.015975434	0.02016872	0.029452042	0.013797969	0.016676592	0.022734836	0.01879665	0.013281493	0.011281477	0.01662631
54	3	27.29494214	0.040731929	0.048773548	0.055364673	0.0671852	0.043079173	0.044168001	0.061996437	0.054226336	0.041735233	0.03496805	0.048465238
54	4	8.161229094	0.169504657	0.154443104	0.162922638	0.186589645	0.151724483	0.170358295	0.181491213	0.160959242	0.150133466	0.150451005	0.142564343
55	1	567.8948406	0.002127707	0.002746557	0.00297959	0.004696919	0.002015807	0.002164573	0.003096019	0.002728218	0.002055288	0.001582845	0.003087752
55	2	94.87137912	0.01815332	0.015344186	0.023357791	0.028508385	0.014481509	0.01688505	0.020863656	0.015494536	0.013770748	0.011666073	0.016232609
55	3	29.89810632	0.039533931	0.046553204	0.057590388	0.066288202	0.043347479	0.047693147	0.058141736	0.049544925	0.042169975	0.036987481	0.053137896
55	4	7.981466339	0.150957749	0.1620804	0.16400518	0.176957437	0.158760458	0.177939685	0.181491213	0.166471545	0.151766177	0.153191007	0.150897009
56	1	619.3898985	0.001852878	0.002689781	0.002912213	0.004530867	0.001837704	0.002043478	0.003301442	0.002462975	0.001953792	0.001619871	0.003231787
56	2	91.82505043	0.016963965	0.017140816	0.021289205	0.02766406	0.014099998	0.015842763	0.018431122	0.019558676	0.013436623	0.011666073	0.018958234
56	3	31.81694001	0.039902546	0.046479193	0.05601384	0.068799798	0.043562124	0.051010931	0.056053773	0.059297863	0.041526557	0.037200053	0.059060217
56	4	8.627585043	0.154009772	0.151557903	0.166440901	0.195396236	0.158528502	0.178831613	0.180179228	0.179701072	0.144855633	0.156927373	0.186803225
57	1	624.6019988	0.001950398	0.002342026	0.002837349	0.00449133	0.001872785	0.001876973	0.003712288	0.002311407	0.0019724	0.001555076	0.003417832
57	2	83.75674056	0.017276953	0.015101399	0.022366593	0.025280084	0.013861554	0.015738534	0.018244004	0.017526606	0.013758815	0.011409676	0.019049088
57	3	28.72958195	0.03750655	0.045961113	0.060279794	0.068351299	0.042188398	0.045619532	0.060550924	0.055396688	0.043456811	0.035712051	0.056126223
57	4	8.310976417	0.163400611	0.154612822	0.158321832	0.173379759	0.152085302	0.170358295	0.163998084	0.17639369	0.13874246	0.162656467	0.179228074
58	1	580.8288438	0.002154303	0.002299443	0.003196696	0.004952504	0.001867388	0.00164992	0.002905269	0.002121948	0.001913194	0.001610614	0.003390826
58	2	87.60551857	0.016901367	0.015198514	0.021935638	0.029614642	0.013599265	0.015113162	0.020863656	0.019812685	0.014677661	0.012948059	0.020654178
58	3	29.44385333	0.040916236	0.046701227	0.062041819	0.067207747	0.041844967	0.04665634	0.061353986	0.053836218	0.041943909	0.036987481	0.062483211
58	4	9.058964295	0.160113817	0.143581171	0.171312342	0.180300687	0.157703773	0.161884977	0.178429915	0.167574006	0.143374803	0.152443733	0.193772364
59	1	558.1753268	0.001923802	0.00230654	0.003054454	0.004649476	0.001820164	0.001634783	0.002875923	0.002311407	0.002050213	0.001508794	0.003630884
59	2	94.42387261	0.018841894	0.016412452	0.021159918	0.029750039	0.013400562	0.013028588	0.021331451	0.016002553	0.013460489	0.011345577	0.018715956
59	3	32.20143475	0.04027116	0.043222689	0.056384792	0.064853004	0.042016683	0.047485786	0.058784186	0.056176923	0.042274313	0.034011477	0.061776879
59	4	8.372425411	0.154244543	0.145787502	0.175913147	0.180259908	0.146956514	0.16010112	0.179304572	0.166471545	0.140982691	0.159667374	0.172864947
60	1	567.7178402	0.001719896	0.002384608	0.003234128	0.00475227	0.001776987	0.001574235	0.003506865	0.002425083	0.001936876	0.001601358	0.00345084
60	2	91.40575796	0.016650977	0.016218222	0.022711358	0.025429082	0.013758228	0.012403216	0.022267041	0.016256562	0.013937811	0.013909549	0.019624498
60	3	29.73131075	0.039533931	0.046405182	0.056199316	0.064404504	0.041404945	0.041887025	0.057820511	0.042132692	0.044239347	0.038475483	0.061016214
60	4	8.668865354	0.16081813	0.15546141	0.172394884	0.178333466	0.148657519	0.149397981	0.173181976	0.187418296	0.145083454	0.154187371	0.182258135
61	1	612.6046628	0.002145438	0.002796237	0.002994563	0.004657383	0.001770241	0.0021343	0.00319873	0.003107138	0.001969016	0.00151805	0.003258794
61	2	94.42387261	0.017777734	0.016363895	0.023530173	0.029104379	0.013909243	0.015425848	0.020582979	0.013208457	0.014069075	0.01198657	0.020260477
61	3	30.54061577	0.04275931	0.04884756	0.05647753	0.066198502	0.04104005	0.039606048	0.050432334	0.055396688	0.043282914	0.036030908	0.057321554
61	4	8.341587749	0.168096031	0.15766774	0.182949673	0.168701258	0.150538934	0.173480044	0.170558007	0.164266624	0.145463154	0.156180099	0.178622062
62	1	571.0331242	0.001870609	0.002448481	0.002859808	0.004633661	0.001782384	0.001589372	0.003037327	0.002273515	0.001936876	0.001601358	0.003165771
62	2	85.36401277	0.015899805	0.019568693	0.020384198	0.027316397	0.013813865	0.012298987	0.021986364	0.02082872	0.01483279	0.013845449	0.01829197
62	3	29.44385333	0.039902546	0.045591056	0.054159077	0.066108802	0.04132982	0.037532433	0.058784186	0.049544925	0.042135196	0.036456052	0.057484554
62	4	8.514064187	0.147436184	0.149521291	0.175642511	0.168976464	0.152033756	0.158317264	0.155688848	0.162061703	0.146678194	0.153191007	0.168016851
63	1	656.6473222	0.002012456	0.00223557	0.003024509	0.004501732	0.0018458	0.001725604	0.003169384	0.003107138	0.002107727	0.00141623	0.002925712
63	2	90.17054502	0.016337988	0.017383603	0.022323498	0.028124965	0.01430665	0.012403216	0.0223606	0.015494536	0.014200338	0.012627563	0.017867984
63	3	30.62837616	0.03852024	0.04581309	0.056384792	0.06469577	0.040192203	0.049974124	0.05589316	0.046033868	0.04354376	0.035074336	0.053355229
63	4	7.9744404	0.142036451	0.160722659	0.165899629	0.157184999	0.152858486	0.143600448	0.161374114	0.163164164	0.148386845	0.147212821	0.163320257
64	1	598.0094458	0.002109976	0.002994954	0.003211669	0.004586217	0.001782384	0.001362319	0.0026705	0.002159839	0.001840455	0.001573589	0.003012734
64	2	81.53914865	0.016025	0.018306197	0.021418491	0.025230417	0.01362311	0.013445503	0.019366712	0.020320702	0.013186029	0.011537875	0.017080581
64	3	28.65235189	0.037137935	0.047219308	0.05749765	0.068710098	0.040428312	0.045412171	0.049468659	0.043303045	0.040952697	0.033905191	0.050258235
64	4	8.380170486	0.140158283	0.154612822	0.159945646	0.169526876	0.146569922	0.161884977	0.146504955	0.154344479	0.142463522	0.15393828	0.151351518
65	1	613.8610789	0.002136572	0.002200085	0.003114346	0.004744363	0.001754049	0.001816425	0.003345461	0.002690326	0.001943643	0.001434743	0.002937715
65	2	85.9135665	0.015837207	0.017432161	0.021849447	0.027415729	0.014314598	0.014175103	0.020770097	0.013970483	0.013961677	0.009999491	0.017050296
65	3	28.69091495	0.039441777	0.051215926	0.057312174	0.065301503	0.040675154	0.034629372	0.056535611	0.057347276	0.041178763	0.03805034	0.054333227
65	4	8.273026753	0.157296565	0.152067056	0.173748062	0.179159084	0.149508022	0.147168161	0.158312817	0.184110914	0.140109381	0.147960094	0.161350718
66	1	589.5812788	0.002358208	0.002107823	0.002874781	0.00457831	0.001816116	0.001498551	0.003037327	0.002349299	0.002002848	0.001221845	0.002760672
66	2	88.96827108	0.016087598	0.015635532	0.022064925	0.027316397	0.013146221	0.014592018	0.019273153	0.016510571	0.013305359	0.011794272	0.017383428
66	3	27.47081161	0.040363314	0.044554895	0.054530029	0.062520807	0.040578564	0.044997447	0.057017448	0.043303045	0.039022443	0.029547471	0.049660569
66	4	7.722902212	0.138749657	0.144938913	0.176183783	0.170902905	0.141106089	0.15251973	0.171869992	0.146627255	0.131604096	0.160414648	0.1604417
67	1	576.8990445	0.002056783	0.002412996	0.002934672	0.004412257	0.001778336	0.001725604	0.00338948	0.002462975	0.001831997	0.001369948	0.002928713
67	2	82.54788039	0.01521123	0.015052841	0.020642771	0.024088095	0.012971362	0.012715902	0.015998588	0.014224492	0.012302982	0.011409676	0.015929762
67	3	29.60743029	0.037322242	0.045665067	0.055457411	0.061623809	0.038271134	0.040850217	0.046417021	0.03940187	0.039613692	0.033692619	0.047432907
67	4	7.76260865	0.14884481	0.149691009	0.162381366	0.156041783	0.136028847	0.150735874	0.154376863	0.127885426	0.132515376	0.142480091	0.14089781
68	1	597.0564263	0.002030187	0.002285249	0.002740025	0.004214576	0.001706825	0.001725604	0.003140038	0.002993462	0.001789707	0.001443999	0.002970723
68	2	86.47024187	0.014084473	0.014324478	0.019436096	0.025131085	0.012947518	0.011882072	0.016466383	0.017018588	0.012112053	0.011730172	0.016020616
68	3	29.44385333	0.037690857	0.046257159	0.054900982	0.062431107	0.037777451	0.038569241	0.053483973	0.044863515	0.037926893	0.030185186	0.049062904
68	4	7.925603058	0.127480649	0.135434722	0.143707509	0.167325228	0.132420654	0.15028991	0.15743816	0.152139558	0.127123633	0.126538262	0.131959132
69	1	591.3159659	0.001932667	0.002051047	0.002859808	0.00449133	0.001721667	0.00169533	0.002919942	0.002197731	0.001820156	0.001305153	0.002688655
69	2	92.4612517	0.016337988	0.015878319	0.020815153	0.025627747	0.012756763	0.013132816	0.019366712	0.013970483	0.012171719	0.010704584	0.016444602
69	3	28.49913076	0.037783011	0.0407063	0.060094318	0.062879607	0.036350065	0.038983964	0.053162747	0.042912928	0.037109578	0.034755478	0.045748577
69	4	7.946459908	0.131941298	0.138998794	0.159133739	0.153840135	0.131956744	0.14493834	0.144755642	0.137807571	0.123516481	0.132516448	0.133322659
70	1	615.3721698	0.001826282	0.002398802	0.002642702	0.004103874	0.001809369	0.001740741	0.002934615	0.002273515	0.001818465	0.001499538	0.002823688
70	2	92.24820734	0.015586816	0.015247071	0.020815153	0.026571404	0.012391148	0.012715902	0.019273153	0.013716474	0.012171719	0.011281477	0.015960047
70	3	28.53728221	0.037230089	0.042630597	0.049800384	0.056959415	0.037745255	0.040228133	0.041759258	0.041742575	0.037179137	0.031992046	0.047758906
70	4	7.877360256	0.136167176	0.14442976	0.161298824	0.160169873	0.132162926	0.140924663	0.146942283	0.160959242	0.128566494	0.131021902	0.134080174
71	1	616.3980013	0.002074514	0.002377511	0.00268762	0.004538774	0.001698729	0.001226087	0.002919942	0.002728218	0.001757567	0.001573589	0.0028747
71	2	85.9135665	0.016025	0.015975434	0.020728962	0.026422406	0.012987259	0.012924359	0.018431122	0.013716474	0.012708706	0.011473775	0.014476095
71	3	28.3098935	0.035110554	0.043518735	0.049058479	0.058484313	0.036403726	0.038154518	0.048826209	0.043693163	0.036257484	0.02880347	0.045585577
71	4	7.449806164	0.141097367	0.134755851	0.16833535	0.165673992	0.131338197	0.143154484	0.148691596	0.132295268	0.12142813	0.131270993	0.123777968
72	1	632.1824331	0.002030187	0.002157502	0.00279243	0.004588849	0.001700079	0.001846699	0.003125365	0.002425083	0.001774483	0.00128664	0.002523615
72	2	82.71843386	0.014209668	0.014567265	0.019522287	0.026534852	0.012478578	0.015008933	0.01768265	0.019558676	0.012147853	0.011345577	0.014748658
72	3	28.57553594	0.036861474	0.041520426	0.049522169	0.061197565	0.035233913	0.036910349	0.047059471	0.035890812	0.03697046	0.029441185	0.046943908
72	4	7.329259138	0.138749657	0.127118555	0.15967501	0.156358282	0.12373522	0.146722197	0.136446406	0.123475583	0.127313483	0.141483726	0.119535884
73	1	556.2876601	0.001950398	0.002200085	0.002455542	0.004238297	0.001718968	0.001422866	0.002450404	0.002690326	0.001810007	0.001268127	0.002652646
73	2	84.64211837	0.016963965	0.015829762	0.021289205	0.024733756	0.012407044	0.012090529	0.017121296	0.013462465	0.011944991	0.012050669	0.015566345
73	3	25.80792955	0.037322242	0.041076357	0.052397052	0.06099591	0.037616468	0.03981341	0.05139601	0.043303045	0.035840131	0.034330335	0.045205245
73	4	7.006159547	0.140862596	0.126269966	0.163734544	0.14806081	0.13182788	0.136465022	0.139070375	0.131192807	0.120023239	0.142480091	0.135140695
74	1	579.392202	0.002021321	0.002157502	0.002747512	0.004269927	0.00169738	0.001468277	0.002743865	0.00197038	0.00176095	0.001240358	0.002661648
74	2	82.37802878	0.013521094	0.01427592	0.021289205	0.026968734	0.011310201	0.012715902	0.018337563	0.0144785	0.011801794	0.011153279	0.015960047
74	3	26.28526487	0.036216398	0.042186529	0.056570268	0.057318215	0.035491486	0.038154518	0.050111109	0.038231517	0.034605464	0.032629761	0.047215574
74	4	6.909965137	0.131471756	0.119481259	0.153179756	0.151913694	0.123967175	0.12219417	0.129886482	0.138910031	0.123136781	0.131021902	0.140594804
75	1	516.897138	0.001959263	0.002178794	0.002425596	0.004277834	0.001732461	0.001528825	0.00281723	0.002728218	0.001762642	0.00141623	0.002616637
75	2	78.65564241	0.014460059	0.014858611	0.020728962	0.027167398	0.012995207	0.012194758	0.01768265	0.012192421	0.012243317	0.010960981	0.015051505
75	3	26.38285867	0.03575563	0.038782002	0.04748193	0.054716919	0.034987072	0.034422011	0.050271722	0.04252281	0.037700827	0.029441185	0.044335913
75	4	6.806133956	0.120907062	0.120329847	0.153179756	0.145859162	0.123838311	0.126207847	0.141257016	0.128987886	0.127655214	0.124047352	0.121808429
76	1	592.1475137	0.001994725	0.002129114	0.002949645	0.004122251	0.001664998	0.001528825	0.002773211	0.002387191	0.001742343	0.001490281	0.002592631
76	2	85.36401277	0.014522656	0.014858611	0.019436096	0.022213495	0.012367304	0.014070875	0.014595203	0.0144785	0.011622798	0.012050669	0.016232609
76	3	25.83921189	0.030963638	0.03818991	0.049243955	0.056175492	0.034987072	0.033799926	0.049789884	0.046423985	0.035005427	0.031992046	0.042868916
76	4	7.474392983	0.128654504	0.122196742	0.14424878	0.149754873	0.120719802	0.146722197	0.143880985	0.11796328	0.119833389	0.112589163	0.120596405
77	1	605.9483441	0.002056783	0.002455578	0.002717566	0.004277834	0.001786432	0.001619646	0.002641154	0.002121948	0.001801549	0.001425486	0.00275167
77	2	77.43853382	0.014898242	0.014810053	0.019177522	0.028260054	0.012566007	0.012298987	0.019647389	0.014224492	0.012135919	0.012178868	0.015657199
77	3	26.15625743	0.038704548	0.039966185	0.051655147	0.068440998	0.036629103	0.038154518	0.048023146	0.04096234	0.034970647	0.036349766	0.048302239
77	4	6.785741045	0.130532672	0.122705895	0.166982172	0.16512358	0.131054696	0.140478699	0.131635795	0.128987886	0.117441278	0.13525645	0.129080574
78	1	560.1609479	0.001861743	0.002263958	0.002807403	0.004530867	0.001822862	0.00169533	0.00281723	0.002538759	0.001789707	0.001406973	0.002622639
78	2	89.96791458	0.012895117	0.013790345	0.019393	0.025180751	0.0125978	0.011569386	0.020021625	0.011938413	0.012231384	0.011601974	0.015808623
78	3	24.64433504	0.034557632	0.038115899	0.053324433	0.058394613	0.035512951	0.034836734	0.046256409	0.036671047	0.036066197	0.030929187	0.046400576
78	4	6.631745457	0.127011107	0.122027024	0.149932128	0.155216165	0.127910414	0.127099775	0.135571749	0.13670511	0.12112437	0.132765539	0.126959532
79	1	561.7016562	0.002030187	0.002022659	0.002650188	0.00369513	0.001778336	0.001634783	0.002685173	0.002273515	0.001776175	0.001351435	0.002781677
79	2	72.92481236	0.014209668	0.013936017	0.019091331	0.023952115	0.012486526	0.014070875	0.019179594	0.013716474	0.012171719	0.010255888	0.015778338
79	3	26.09222743	0.034465478	0.043518735	0.048965741	0.059316332	0.036392994	0.040850217	0.044971508	0.040572222	0.035127154	0.031248044	0.043683914
79	4	6.498539666	0.115507329	0.123384766	0.147767043	0.131587979	0.127936187	0.140032735	0.138195719	0.140012492	0.130123265	0.120310986	0.134231677
80	1	571.7717855	0.001737627	0.002079435	0.002448055	0.004467608	0.001748652	0.001619646	0.003140038	0.002804002	0.001798165	0.00141623	0.002763673
80	2	75.53909809	0.01308291	0.015198514	0.019996338	0.025379416	0.011985793	0.013966646	0.016559942	0.016510571	0.01225525	0.010255888	0.015838908
80	3	24.19676482	0.03400471	0.039596128	0.051840623	0.059381312	0.037444752	0.035873541	0.043847221	0.050715278	0.03646616	0.031992046	0.044607579
80	4	6.661003158	0.127245878	0.133058674	0.151555942	0.145033544	0.128580507	0.141370627	0.15262755	0.111348517	0.123554451	0.133761903	0.127717047
81	1	539.3373509	0.002039052	0.00223557	0.002717566	0.004040616	0.0017527	0.001589372	0.003154711	0.002425083	0.001755875	0.001471768	0.002796681
81	2	76.1135399	0.014710449	0.01427592	0.020384198	0.024535091	0.012685229	0.011777843	0.016092147	0.012700439	0.012123986	0.011666073	0.015414922
81	3	26.61342048	0.035939937	0.043074666	0.050913242	0.059471012	0.036124688	0.03711771	0.047541309	0.03628093	0.035718403	0.037625196	0.044227247
81	4	6.540768444	0.140627825	0.140526253	0.157509925	0.144207927	0.125436225	0.125761883	0.153064878	0.114655899	0.123896181	0.132267357	0.126202017
82	1	569.9313951	0.002092245	0.002313638	0.002754998	0.004420165	0.001651505	0.001634783	0.002494423	0.002500867	0.001747418	0.001462512	0.00266765
82	2	79.91162073	0.01521123	0.014373035	0.020815153	0.025578081	0.011954001	0.011152471	0.017589091	0.016764579	0.011849526	0.01198657	0.015748054
82	3	25.25752347	0.035479169	0.040188219	0.047574668	0.057228515	0.036006633	0.037739795	0.045935184	0.036671047	0.035474948	0.029866328	0.045748577
82	4	6.339373194	0.129828359	0.126439684	0.153991662	0.152464106	0.12667332	0.142262555	0.143443657	0.126782965	0.122453321	0.136501905	0.133019653
83	1	587.3940428	0.00198586	0.002256861	0.002552865	0.004032708	0.001821513	0.001619646	0.002802557	0.002425083	0.001833689	0.001712435	0.002508611
83	2	85.36401277	0.014647852	0.01408169	0.01861728	0.024336426	0.012057326	0.012090529	0.017121296	0.012954448	0.011956924	0.010448186	0.015354352
83	3	24.81647242	0.034465478	0.037227761	0.048409312	0.06081651	0.034901214	0.037739795	0.047862534	0.038231517	0.035979249	0.029972614	0.048030572
83	4	6.370579673	0.130767443	0.114389728	0.141271789	0.14668478	0.124018721	0.133789237	0.136883734	0.11686082	0.124693552	0.11906553	0.126959532
84	1	582.3392055	0.00179082	0.002015562	0.002567838	0.004214576	0.001702777	0.00169533	0.002905269	0.002538759	0.00173896	0.001619871	0.002772675
84	2	77.28903859	0.01521123	0.013450442	0.020298007	0.023790098	0.012033482	0.013445503	0.017495532	0.016002553	0.012279116	0.010448186	0.01456695
84	3	25.04976476	0.0350184	0.038411945	0.046832763	0.053461121	0.034149958	0.040642856	0.045453346	0.035110577	0.035214103	0.03135433	0.041782251
84	4	6.290947427	0.124428626	0.118972105	0.138294797	0.138153395	0.118477569	0.133343273	0.141694344	0.11686082	0.119947299	0.126538262	0.128626065
85	1	563.9142409	0.001968129	0.002107823	0.002642702	0.004088059	0.001709523	0.001725604	0.002875923	0.002841894	0.001821848	0.00128664	0.002529616
85	2	78.19476951	0.014460059	0.016315337	0.019910147	0.023293437	0.012375252	0.011986301	0.017963327	0.017018588	0.012660974	0.010832782	0.014082394
85	3	25.59105619	0.035294861	0.041298391	0.049243955	0.059919511	0.036156885	0.037739795	0.04191987	0.037451282	0.032866496	0.033373762	0.043846914
85	4	5.863407311	0.129593588	0.131361497	0.162110731	0.153289723	0.126467137	0.134681165	0.143880985	0.126782965	0.117555188	0.132765539	0.122111435
86	1	516.6180156	0.001968129	0.002611714	0.002642702	0.004190854	0.001898421	0.001135266	0.002641154	0.002462975	0.001804932	0.001277384	0.002733666
86	2	77.5886085	0.013583691	0.014955726	0.020298007	0.024535091	0.012478578	0.012403216	0.017963327	0.014224492	0.011634731	0.010768683	0.014839512
86	3	24.73010419	0.034281171	0.039818162	0.054808244	0.06081651	0.035115858	0.037947156	0.047701921	0.038621635	0.034570685	0.035286907	0.045422578
86	4	6.243255889	0.138514886	0.151897339	0.168064714	0.146134368	0.125693953	0.136019058	0.150003581	0.134500189	0.120364969	0.121556441	0.129535083
87	1	534.0138781	0.001932667	0.002285249	0.002515433	0.004604739	0.001718968	0.001528825	0.002846577	0.003031354	0.001754184	0.001555076	0.002694656
87	2	75.96911193	0.013959277	0.013547557	0.021547778	0.024498104	0.011882467	0.015113162	0.018056886	0.016510571	0.011933058	0.009486697	0.014476095
87	3	24.30712635	0.03575563	0.037893864	0.04850205	0.063351763	0.0340641	0.040228133	0.051556622	0.04252281	0.034379398	0.031779474	0.043031916
87	4	6.12920453	0.134993321	0.125591096	0.147496408	0.145896151	0.122730081	0.12442399	0.143006329	0.127885426	0.118276618	0.129029173	0.131050114
88	1	579.3297752	0.001870609	0.002093629	0.002665161	0.004309463	0.001643409	0.001816425	0.002655827	0.002614543	0.001838764	0.001638384	0.002601634
88	2	77.8905097	0.014522656	0.013984575	0.021116822	0.023988763	0.011675816	0.012715902	0.019460271	0.0144785	0.011491534	0.010512286	0.015899477
88	3	24.93257287	0.034373325	0.036265612	0.052953481	0.056062417	0.032926483	0.039606048	0.043044158	0.034330342	0.034935868	0.032842332	0.045096578
88	4	6.424797372	0.131002214	0.127627708	0.150744035	0.161270697	0.120616711	0.144046412	0.149566252	0.130090347	0.12112437	0.13077281	0.127111035
89	1	534.8132791	0.001923802	0.002022659	0.002650188	0.004625754	0.001669045	0.001680193	0.002567788	0.002387191	0.001730502	0.001277384	0.002736666
