Year	Age	Bulgaria	Canada	Denmark	EnglandandWales	Finland	France	Germany	Greece	Netherlands	NewZealand	Poland	Portugal	USA
14	3	9292.946535	32961.50975	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	18154.92325	3894.263013	38593.71474	14765.69281	265683.5486
14	4	2445.790769	14127.04148	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	6725.995821	1513.617853	13177.72167	5682.272739	111865.7458
15	1	90897.86092	465657.7524	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	213041.9838	58171.60175	514011.8244	129844.8992	4077506.653
15	2	16206.56707	62726.82133	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	33744.82576	7464.409776	63166.88462	20848.76759	528062.13
15	3	9292.946535	32961.50975	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	18154.92325	3894.263013	38593.71474	14765.69281	265683.5486
15	4	2445.790769	14127.04148	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	6725.995821	1513.617853	13177.72167	5682.272739	111865.7458
16	1	90897.86092	465657.7524	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	213041.9838	58171.60175	514011.8244	129844.8992	4077506.653
16	2	16206.56707	62726.82133	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	33744.82576	7464.409776	63166.88462	20848.76759	528062.13
16	3	9292.946535	32961.50975	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	18154.92325	3894.263013	38593.71474	14765.69281	265683.5486
16	4	2445.790769	14127.04148	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	6725.995821	1513.617853	13177.72167	5682.272739	111865.7458
17	1	90897.86092	465657.7524	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	213041.9838	58171.60175	514011.8244	129844.8992	4077506.653
17	2	16206.56707	62726.82133	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	33744.82576	7464.409776	63166.88462	20848.76759	528062.13
17	3	9292.946535	32961.50975	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	18154.92325	3894.263013	38593.71474	14765.69281	265683.5486
17	4	2445.790769	14127.04148	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	6725.995821	1513.617853	13177.72167	5682.272739	111865.7458
18	1	90897.86092	465657.7524	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	213041.9838	58171.60175	514011.8244	129844.8992	4077506.653
18	2	16206.56707	62726.82133	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	33744.82576	7464.409776	63166.88462	20848.76759	528062.13
18	3	9292.946535	32961.50975	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	18154.92325	3894.263013	38593.71474	14765.69281	265683.5486
18	4	2445.790769	14127.04148	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	6725.995821	1513.617853	13177.72167	5682.272739	111865.7458
19	1	90897.86092	465657.7524	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	213041.9838	58171.60175	514011.8244	129844.8992	4077506.653
19	2	16206.56707	62726.82133	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	33744.82576	7464.409776	63166.88462	20848.76759	528062.13
19	3	9292.946535	32961.50975	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	18154.92325	3894.263013	38593.71474	14765.69281	265683.5486
19	4	2445.790769	14127.04148	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	6725.995821	1513.617853	13177.72167	5682.272739	111865.7458
20	1	90897.86092	465657.7524	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	213041.9838	58171.60175	514011.8244	129844.8992	4077506.653
20	2	16206.56707	62726.82133	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	33744.82576	7464.409776	63166.88462	20848.76759	528062.13
20	3	9292.946535	32961.50975	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	18154.92325	3894.263013	38593.71474	14765.69281	265683.5486
20	4	2445.790769	14127.04148	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	6725.995821	1513.617853	13177.72167	5682.272739	111865.7458
21	1	90897.86092	465657.7524	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	213041.9838	58171.60175	514011.8244	129844.8992	4077506.653
21	2	16206.56707	62726.82133	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	33744.82576	7464.409776	63166.88462	20848.76759	528062.13
21	3	9292.946535	32961.50975	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	18154.92325	3894.263013	38593.71474	14765.69281	265683.5486
21	4	2445.790769	14127.04148	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	6725.995821	1513.617853	13177.72167	5682.272739	111865.7458
22	1	90897.86092	465657.7524	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	213041.9838	58171.60175	514011.8244	129844.8992	4077506.653
22	2	16206.56707	62726.82133	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	33744.82576	7464.409776	63166.88462	20848.76759	528062.13
22	3	9292.946535	32961.50975	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	18154.92325	3894.263013	38593.71474	14765.69281	265683.5486
22	4	2445.790769	14127.04148	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	6725.995821	1513.617853	13177.72167	5682.272739	111865.7458
23	1	90897.86092	465657.7524	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	213041.9838	58171.60175	514011.8244	129844.8992	4077506.653
23	2	16206.56707	62726.82133	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	33744.82576	7464.409776	63166.88462	20848.76759	528062.13
23	3	9292.946535	32961.50975	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	18154.92325	3894.263013	38593.71474	14765.69281	265683.5486
23	4	2445.790769	14127.04148	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	6725.995821	1513.617853	13177.72167	5682.272739	111865.7458
24	1	90897.86092	465657.7524	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	213041.9838	58171.60175	514011.8244	129844.8992	4077506.653
24	2	16206.56707	62726.82133	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	33744.82576	7464.409776	63166.88462	20848.76759	528062.13
24	3	9292.946535	32961.50975	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	18154.92325	3894.263013	38593.71474	14765.69281	265683.5486
24	4	2445.790769	14127.04148	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	6725.995821	1513.617853	13177.72167	5682.272739	111865.7458
25	1	90897.86092	465657.7524	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	213041.9838	58171.60175	514011.8244	129844.8992	4077506.653
25	2	16206.56707	62726.82133	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	33744.82576	7464.409776	63166.88462	20848.76759	528062.13
25	3	9292.946535	32961.50975	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	18154.92325	3894.263013	38593.71474	14765.69281	265683.5486
25	4	2445.790769	14127.04148	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	6725.995821	1513.617853	13177.72167	5682.272739	111865.7458
26	1	90897.86092	465657.7524	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	213041.9838	58171.60175	514011.8244	129844.8992	4077506.653
26	2	16206.56707	62726.82133	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	33744.82576	7464.409776	63166.88462	20848.76759	528062.13
26	3	9292.946535	32961.50975	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	18154.92325	3894.263013	38593.71474	14765.69281	265683.5486
26	4	2445.790769	14127.04148	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	6725.995821	1513.617853	13177.72167	5682.272739	111865.7458
27	1	90897.86092	465657.7524	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	213041.9838	58171.60175	514011.8244	129844.8992	4077506.653
27	2	16206.56707	62726.82133	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	33744.82576	7464.409776	63166.88462	20848.76759	528062.13
27	3	9292.946535	32961.50975	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	18154.92325	3894.263013	38593.71474	14765.69281	265683.5486
27	4	2445.790769	14127.04148	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	6725.995821	1513.617853	13177.72167	5682.272739	111865.7458
28	1	90897.86092	465657.7524	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	213041.9838	58171.60175	514011.8244	129844.8992	4077506.653
28	2	16206.56707	62726.82133	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	33744.82576	7464.409776	63166.88462	20848.76759	528062.13
28	3	9292.946535	32961.50975	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	18154.92325	3894.263013	38593.71474	14765.69281	265683.5486
28	4	2445.790769	14127.04148	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	6725.995821	1513.617853	13177.72167	5682.272739	111865.7458
29	1	90897.86092	465657.7524	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	213041.9838	58171.60175	514011.8244	129844.8992	4077506.653
29	2	16206.56707	62726.82133	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	33744.82576	7464.409776	63166.88462	20848.76759	528062.13
29	3	9292.946535	32961.50975	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	18154.92325	3894.263013	38593.71474	14765.69281	265683.5486
29	4	2445.790769	14127.04148	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	6725.995821	1513.617853	13177.72167	5682.272739	111865.7458
30	1	90897.86092	465657.7524	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	213041.9838	58171.60175	514011.8244	129844.8992	4077506.653
30	2	16206.56707	62726.82133	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	33744.82576	7464.409776	63166.88462	20848.76759	528062.13
30	3	9292.946535	32961.50975	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	18154.92325	3894.263013	38593.71474	14765.69281	265683.5486
30	4	2445.790769	14127.04148	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	6725.995821	1513.617853	13177.72167	5682.272739	111865.7458
31	1	90897.86092	465657.7524	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	213041.9838	58171.60175	514011.8244	129844.8992	4077506.653
31	2	16206.56707	62726.82133	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	33744.82576	7464.409776	63166.88462	20848.76759	528062.13
31	3	9292.946535	32961.50975	6043.863685	64136.27833	6609.645756	77013.44438	127842.6814	16703.52564	18154.92325	3894.263013	38593.71474	14765.69281	265683.5486
31	4	2445.790769	14127.04148	2270.28249	26390.65538	2636.764874	37983.68686	41734.39897	6240.055769	6725.995821	1513.617853	13177.72167	5682.272739	111865.7458
32	1	90897.86092	465657.7524	70353.45245	715939.3399	66832.27611	777945.1765	1032778.967	134068.5573	213041.9838	58171.60175	514011.8244	129844.8992	4077506.653
32	2	16206.56707	62726.82133	12144.0641	108378.5755	12066.67746	118582.9157	161127.896	21184.30333	33744.82576	7464.409776	63166.88462	20848.76759	528062.13
