Year	Age	Croatia	Lithuania	Slovakia	SouthKorea	Sweden
103	1	52989.23228	36460.01993	72977.23265	718552.6491	119679.9715
103	2	8267.708333	5307.045513	9312.225837	75992.93465	21327.1881
103	3	5765.538462	3953.085353	4642.753205	43709.94753	11439.42467
103	4	1541.505	1304.920481	1460.596827	10656.37308	4991.65125
104	1	52989.23228	36460.01993	72977.23265	718552.6491	119679.9715
104	2	8267.708333	5307.045513	9312.225837	75992.93465	21327.1881
104	3	5765.538462	3953.085353	4642.753205	43709.94753	11439.42467
104	4	1541.505	1304.920481	1460.596827	10656.37308	4991.65125
105	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
105	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
105	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
105	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
106	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
106	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
106	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
106	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
107	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
107	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
107	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
107	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
108	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
108	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
108	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
108	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
109	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
109	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
109	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
109	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
110	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
110	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
110	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
110	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
111	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
111	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
111	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
111	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
112	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
112	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
112	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
112	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
113	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
113	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
113	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
113	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
114	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
114	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
114	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
114	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
115	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
115	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
115	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
115	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
116	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
116	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
116	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
116	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
117	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
117	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
117	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
117	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
118	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
118	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
118	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
118	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
119	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
119	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
119	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
119	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
120	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
120	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
120	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
120	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
121	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
121	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
121	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
121	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
122	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
122	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
122	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
122	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
123	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
123	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
123	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
123	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
124	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
124	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
124	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
124	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
125	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
125	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
125	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
125	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
126	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
126	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
126	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
126	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
127	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
127	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
127	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
127	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
128	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
128	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
128	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
128	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
129	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
129	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
129	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
129	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
130	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
130	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
130	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
130	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
131	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
131	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
131	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
131	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
132	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
132	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
132	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
132	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
133	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
133	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
133	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
133	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
134	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
134	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
134	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
134	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
135	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
135	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
135	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
135	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
136	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
136	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
136	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
136	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
137	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
137	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
137	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
137	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
138	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
138	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
138	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
138	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
139	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
139	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
139	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
139	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
140	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
140	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
140	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
140	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
141	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
141	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
141	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
141	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
142	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
142	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
142	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
142	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
143	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
143	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
143	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
143	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
144	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
144	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
144	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
144	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
145	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
145	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
145	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
145	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
146	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
146	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
146	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
146	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
147	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
147	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
147	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
147	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
148	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
148	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
148	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
148	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
149	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
149	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
149	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
149	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
150	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
150	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
150	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
150	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
151	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
151	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
151	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
151	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
152	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
152	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
152	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
152	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
153	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
153	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
153	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
153	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
154	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
154	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
154	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
154	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
155	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
155	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
155	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
155	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
156	1	52137.28026	35681.04194	72379.59101	717940.066	120958.9451
156	2	8399.266154	5289.252692	9747.721115	77464.37276	21458.91294
156	3	5752.422885	3959.95375	4730.070513	46833.92304	11841.52329
156	4	1612.533494	1348.460096	1505.934968	11554.53006	5003.56355
157	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
157	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
157	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
157	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
158	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
158	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
158	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
158	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
159	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
159	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
159	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
159	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
160	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
160	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
160	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
160	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
161	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
161	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
161	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
161	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
162	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
162	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
162	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
162	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
163	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
163	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
163	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
163	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
164	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
164	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
164	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
164	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
165	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
165	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
165	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
165	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
166	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
166	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
166	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
166	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
167	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
167	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
167	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
167	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
168	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
168	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
168	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
168	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
169	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
169	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
169	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
169	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
170	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
170	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
170	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
170	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
171	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
171	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
171	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
171	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
172	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
172	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
172	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
172	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
173	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
173	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
173	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
173	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
174	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
174	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
174	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
174	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
175	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
175	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
175	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
175	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
176	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
176	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
176	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
176	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
177	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
177	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
177	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
177	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
178	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
178	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
178	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
178	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
179	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
179	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
179	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
179	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
180	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
180	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
180	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
180	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
181	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
181	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
181	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
181	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
182	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
182	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
182	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
182	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
183	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
183	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
183	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
183	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
184	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
184	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
184	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
184	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
185	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
185	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
185	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
185	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
186	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
186	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
186	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
186	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
187	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
187	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
187	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
187	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
188	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
188	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
188	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
188	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
189	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
189	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
189	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
189	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
190	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
190	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
190	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
190	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
191	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
191	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
191	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
191	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
192	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
192	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
192	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
192	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
193	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
193	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
193	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
193	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
194	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
194	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
194	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
194	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
195	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
195	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
195	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
195	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
196	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
196	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
196	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
196	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
197	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
197	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
197	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
197	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
198	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
198	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
198	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
198	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
199	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
199	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
199	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
199	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
200	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
200	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
200	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
200	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
201	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
201	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
201	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
201	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
202	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
202	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
202	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
202	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
203	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
203	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
203	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
203	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
204	1	51301.15291	35149.69961	71778.37632	715713.0962	122069.9785
204	2	8594.118686	5286.584808	10187.87001	80005.58731	21458.56843
204	3	5724.471186	3948.840256	4819.304487	49527.91045	12414.27856
204	4	1682.769006	1383.746506	1548.176346	12555.54965	5005.339024
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
