Year	Age	Australia	NewZealand
147	2	0.011874868	0.013699073
147	3	0.034890374	0.041846147
147	4	0.124054016	0.144780599
148	1	0.001744018	0.002277241
148	2	0.01204382	0.013125146
148	3	0.036616721	0.037844606
148	4	0.123189528	0.130626684
149	1	0.001641362	0.002090406
149	2	0.011319742	0.013032636
149	3	0.034481503	0.037190631
149	4	0.119731576	0.124064863
150	1	0.001752182	0.001763199
150	2	0.011609373	0.012010158
150	3	0.033345748	0.038133052
150	4	0.124918504	0.137878209
151	1	0.001757126	0.002012132
151	2	0.011295606	0.01366712
151	3	0.033300318	0.039699272
151	4	0.120704125	0.138069911
152	1	0.00163395	0.001794203
152	2	0.011633509	0.012301382
152	3	0.03375462	0.037559878
152	4	0.121136369	0.134816668
153	1	0.0017311	0.001622826
153	2	0.01245413	0.01116205
153	3	0.033027737	0.035855694
153	4	0.119623515	0.129310823
154	1	0.001769223	0.001872567
154	2	0.011995548	0.013181443
154	3	0.03380005	0.038195951
154	4	0.124594321	0.131925411
155	1	0.00177792	0.002199236
155	2	0.011705917	0.013787322
155	3	0.033981771	0.039070184
155	4	0.118759027	0.126653751
156	1	0.001605962	0.002059222
156	2	0.010571529	0.015079722
156	3	0.032391715	0.040659634
156	4	0.118434844	0.126717652
157	1	0.001652768	0.002039608
157	2	0.011309637	0.011814816
157	3	0.031620174	0.0348557
157	4	0.112914722	0.12416571
158	1	0.001810529	0.001871117
158	2	0.009697313	0.013237978
158	3	0.031093902	0.038103202
158	4	0.117460914	0.132322125
159	1	0.001535693	0.001839374
159	2	0.01081893	0.010876548
159	3	0.03012907	0.034583212
159	4	0.117038013	0.133274426
160	1	0.001791136	0.002146881
160	2	0.011333004	0.014303515
160	3	0.030830766	0.039908751
160	4	0.116509386	0.13689741
161	1	0.001684967	0.001885712
161	2	0.010421691	0.011814816
161	3	0.033944541	0.036165861
161	4	0.117355189	0.131729111
162	1	0.001549678	0.00204301
162	2	0.0110526	0.014069488
162	3	0.028681822	0.038364902
162	4	0.114606329	0.128677508
163	1	0.001734471	0.001749531
163	2	0.010491792	0.012432484
163	3	0.030436062	0.033544503
163	4	0.117355189	0.111051676
164	1	0.001653511	0.001871117
164	2	0.011753611	0.011647176
164	3	0.032672717	0.035431389
164	4	0.112597546	0.130224236
165	1	0.001699819	0.002035922
165	2	0.010398324	0.011433335
165	3	0.035128653	0.033704877
165	4	0.111117391	0.122385255
166	1	0.001744173	0.002084812
166	2	0.010982499	0.01194392
166	3	0.030830766	0.035873807
166	4	0.119258246	0.13062679
167	1	0.001618834	0.001669748
167	2	0.011660143	0.013518207
167	3	0.031839454	0.039304887
167	4	0.117989541	0.139376219
168	1	0.001684316	0.002055054
168	2	0.010889031	0.01329886
168	3	0.031707886	0.037142177
168	4	0.119046795	0.123530843
169	1	0.001570417	0.001824494
169	2	0.010865664	0.012489696
169	3	0.035040941	0.035230778
169	4	0.122218557	0.121008766
170	1	0.001638155	0.001947781
170	2	0.010304856	0.011095895
170	3	0.030962334	0.034870901
170	4	0.116297935	0.132024911
171	1	0.001571699	0.001932902
171	2	0.011333004	0.011801971
171	3	0.030918478	0.036060731
171	4	0.118412443	0.133296059
172	1	0.001693487	0.002099408
172	2	0.012104116	0.01329519
172	3	0.032672717	0.040517315
172	4	0.121055578	0.148930756
173	1	0.001712144	0.002009566
173	2	0.010024451	0.011451685
173	3	0.032409581	0.038019784
173	4	0.116932287	0.148867269
174	1	0.001642376	0.0018714
174	2	0.011426472	0.012732898
174	3	0.033769117	0.037830957
174	4	0.129196433	0.13374188
175	1	0.001694659	0.002056188
175	2	0.011730244	0.012382613
175	3	0.036751325	0.037757324
175	4	0.132156744	0.137533691
176	1	0.001628745	0.001686612
176	2	0.011590042	0.014648295
176	3	0.035654925	0.042702013
176	4	0.135857133	0.147385441
177	1	0.001733478	0.002056188
177	2	0.01168351	0.012367932
177	3	0.036707469	0.03866469
177	4	0.142094931	0.144397324
178	1	0.001671454	0.002177206
178	2	0.011847079	0.014502676
178	3	0.034470813	0.043566312
178	4	0.143680812	0.158082739
179	1	0.001741799	0.00151642
179	2	0.012524722	0.01465747
179	3	0.036312765	0.042830069
179	4	0.144103714	0.15312512
180	1	0.001659863	0.001777305
180	2	0.011449839	0.013783754
180	3	0.035698781	0.043508123
180	4	0.135117055	0.160011801
181	1	0.00153138	0.001886563
181	2	0.012361153	0.015004086
181	3	0.037540733	0.043577789
181	4	0.144209439	0.153083267
182	1	0.00170045	0.002205547
182	2	0.012337786	0.013372587
182	3	0.037189885	0.040849702
182	4	0.145055243	0.148888902
183	1	0.00184635	0.001686329
183	2	0.012314419	0.011722738
183	3	0.036093485	0.041068652
183	4	0.149812885	0.163337571
184	1	0.001763958	0.001873101
184	2	0.012291052	0.012948575
184	3	0.034690093	0.041652716
184	4	0.138817444	0.158697386
185	1	0.001709383	0.002131435
185	2	0.012267685	0.015354371
185	3	0.037584589	0.044523514
185	4	0.15108159	0.155562076
186	1	0.001721064	0.001823644
186	2	0.01168351	0.013879502
186	3	0.040961501	0.044994781
186	4	0.155099155	0.17581391
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
